forecast_id,corridor_id,forecast_date,forecast_goods_trains,peak_period,confidence_pct
GTF002166,C00048,2025-06-08,7,Off-Peak,71
GTF002167,C00035,2025-06-04,9,Off-Peak,73
GTF002168,C00021,2025-06-17,3,Peak,78
GTF002169,C00063,2025-06-13,5,Normal,76
GTF002170,C00051,2025-06-19,1,Normal,78
GTF002171,C00011,2025-06-10,5,Normal,92
GTF002172,C00064,2025-06-24,8,Normal,82
GTF002173,C00026,2025-06-16,8,Off-Peak,93
GTF002174,C00021,2025-06-27,6,Normal,78
GTF002175,C00096,2025-06-28,9,Normal,80
GTF002176,C00048,2025-06-07,5,Off-Peak,87
GTF002177,C00046,2025-06-09,4,Peak,90
GTF002178,C00003,2025-06-22,5,Peak,90
GTF002179,C00091,2025-06-03,6,Off-Peak,77
GTF002180,C00099,2025-06-09,4,Normal,70
GTF002181,C00025,2025-06-12,4,Off-Peak,85
GTF002182,C00025,2025-06-08,3,Off-Peak,85
GTF002183,C00094,2025-06-13,6,Normal,95
GTF002184,C00034,2025-06-23,5,Off-Peak,93
GTF002185,C00028,2025-06-27,3,Normal,79
GTF002186,C00093,2025-06-19,3,Off-Peak,95
GTF002187,C00100,2025-06-02,7,Peak,74
GTF002188,C00022,2025-06-05,6,Normal,72
GTF002189,C00052,2025-06-22,4,Peak,94
GTF002190,C00020,2025-06-15,0,Off-Peak,86
GTF002191,C00001,2025-06-22,8,Normal,82
GTF002192,C00017,2025-06-03,8,Normal,92
GTF002193,C00071,2025-06-09,5,Normal,86
GTF002194,C00041,2025-06-28,2,Normal,94
GTF002195,C00025,2025-06-02,3,Off-Peak,77
GTF002196,C00040,2025-06-27,5,Normal,82
GTF002197,C00024,2025-06-07,9,Normal,79
GTF002198,C00094,2025-06-20,6,Normal,87
GTF002199,C00009,2025-06-15,8,Normal,82
GTF002200,C00020,2025-06-16,8,Normal,71
GTF002201,C00090,2025-06-07,6,Peak,94
GTF002202,C00095,2025-06-23,7,Off-Peak,75
GTF002203,C00040,2025-06-17,8,Peak,91
GTF002204,C00091,2025-06-27,2,Peak,71
GTF002205,C00025,2025-06-27,6,Normal,84
GTF002206,C00045,2025-06-10,7,Peak,93
GTF002207,C00005,2025-06-08,2,Normal,80
GTF002208,C00057,2025-06-01,5,Normal,87
GTF002209,C00075,2025-06-18,5,Off-Peak,89
GTF002210,C00069,2025-06-29,2,Peak,71
GTF002211,C00063,2025-06-22,4,Normal,85
GTF002212,C00099,2025-06-26,3,Normal,92
GTF002213,C00077,2025-06-16,3,Off-Peak,80
GTF002214,C00007,2025-06-06,4,Peak,95
GTF002215,C00080,2025-06-05,12,Peak,79
GTF002216,C00013,2025-06-15,3,Off-Peak,94
GTF002217,C00025,2025-06-25,1,Peak,87
GTF002218,C00089,2025-06-09,7,Normal,91
GTF002219,C00044,2025-06-13,2,Off-Peak,86
GTF002220,C00067,2025-06-15,5,Normal,88
GTF002221,C00051,2025-06-20,5,Normal,82
GTF002222,C00060,2025-06-20,9,Normal,72
GTF002223,C00083,2025-06-02,9,Normal,84
GTF002224,C00090,2025-06-26,7,Normal,70
GTF002225,C00086,2025-06-02,7,Peak,77
GTF002226,C00036,2025-06-23,8,Off-Peak,88
GTF002227,C00005,2025-06-25,3,Normal,85
GTF002228,C00027,2025-06-14,3,Off-Peak,80
GTF002229,C00024,2025-06-23,8,Normal,71
GTF002230,C00033,2025-06-18,6,Off-Peak,92
GTF002231,C00043,2025-06-11,3,Normal,77
GTF002232,C00092,2025-06-09,2,Normal,93
GTF002233,C00028,2025-06-15,2,Normal,86
GTF002234,C00052,2025-06-07,6,Peak,79
GTF002235,C00049,2025-06-30,8,Normal,93
GTF002236,C00090,2025-06-06,9,Normal,81
GTF002237,C00006,2025-06-02,7,Peak,91
GTF002238,C00067,2025-06-22,5,Peak,77
GTF002239,C00004,2025-06-20,5,Peak,79
GTF002240,C00027,2025-06-24,2,Normal,75
GTF002241,C00033,2025-06-07,2,Normal,90
GTF002242,C00010,2025-06-06,2,Off-Peak,95
GTF002243,C00033,2025-06-10,7,Normal,89
GTF002244,C00027,2025-06-21,3,Off-Peak,86
GTF002245,C00073,2025-06-25,4,Normal,79
GTF002246,C00031,2025-06-13,5,Off-Peak,88
GTF002247,C00016,2025-06-29,5,Off-Peak,77
GTF002248,C00079,2025-06-14,4,Normal,73
GTF002249,C00020,2025-06-12,5,Off-Peak,72
GTF002250,C00014,2025-06-02,9,Normal,83
GTF002251,C00040,2025-06-06,3,Normal,81
GTF002252,C00066,2025-06-15,6,Off-Peak,81
GTF002253,C00076,2025-06-06,3,Off-Peak,78
GTF002254,C00092,2025-06-20,6,Normal,70
GTF002255,C00050,2025-06-21,7,Normal,87
GTF002256,C00065,2025-06-16,9,Peak,88
GTF002257,C00100,2025-06-08,2,Off-Peak,74
GTF002258,C00032,2025-06-14,3,Normal,71
GTF002259,C00038,2025-06-16,3,Normal,70
GTF002260,C00067,2025-06-21,4,Normal,73
GTF002261,C00013,2025-06-10,4,Peak,85
GTF002262,C00081,2025-06-04,4,Off-Peak,75
GTF002263,C00055,2025-06-04,8,Normal,93
GTF002264,C00089,2025-06-10,5,Normal,88
GTF002265,C00021,2025-06-24,4,Off-Peak,91
GTF002266,C00060,2025-06-26,9,Off-Peak,70
GTF002267,C00046,2025-06-18,0,Normal,81
GTF002268,C00043,2025-06-02,8,Normal,86
GTF002269,C00018,2025-06-03,8,Normal,79
GTF002270,C00047,2025-06-16,7,Normal,91
GTF002271,C00006,2025-06-22,3,Normal,92
GTF002272,C00005,2025-06-26,4,Off-Peak,80
GTF002273,C00089,2025-06-29,6,Peak,83
GTF002274,C00067,2025-06-17,5,Peak,85
GTF002275,C00031,2025-06-06,5,Off-Peak,72
GTF002276,C00084,2025-06-21,2,Normal,88
GTF002277,C00031,2025-06-06,5,Normal,84
GTF002278,C00026,2025-06-29,4,Normal,72
GTF002279,C00008,2025-06-22,5,Off-Peak,85
GTF002280,C00027,2025-06-24,5,Off-Peak,94
GTF002281,C00027,2025-06-01,3,Normal,80
GTF002282,C00001,2025-06-18,7,Normal,94
GTF002283,C00095,2025-06-17,3,Peak,85
GTF002284,C00083,2025-06-13,8,Normal,86
GTF002285,C00021,2025-06-22,7,Normal,71
GTF002286,C00018,2025-06-30,1,Peak,86
GTF002287,C00044,2025-06-29,3,Off-Peak,73
GTF002288,C00052,2025-06-17,5,Off-Peak,74
GTF002289,C00013,2025-06-12,7,Off-Peak,75
GTF002290,C00033,2025-06-09,8,Normal,95
GTF002291,C00049,2025-06-22,5,Normal,91
GTF002292,C00068,2025-06-17,7,Normal,71
GTF002293,C00075,2025-06-25,5,Normal,82
GTF002294,C00084,2025-06-10,1,Normal,70
GTF002295,C00043,2025-06-30,2,Normal,76
GTF002296,C00045,2025-06-12,6,Peak,80
GTF002297,C00035,2025-06-09,8,Normal,83
GTF002298,C00065,2025-06-01,5,Normal,88
GTF002299,C00037,2025-06-19,3,Normal,84
GTF002300,C00021,2025-06-10,3,Off-Peak,80
GTF002301,C00096,2025-06-04,4,Off-Peak,91
GTF002302,C00089,2025-06-11,7,Normal,84
GTF002303,C00040,2025-06-25,4,Normal,89
GTF002304,C00073,2025-06-10,6,Off-Peak,70
GTF002305,C00072,2025-06-07,8,Normal,87
GTF002306,C00095,2025-06-23,7,Off-Peak,76
GTF002307,C00052,2025-06-26,5,Normal,77
GTF002308,C00050,2025-06-16,6,Normal,79
GTF002309,C00042,2025-06-20,5,Peak,88
GTF002310,C00016,2025-06-14,6,Peak,90
GTF002311,C00070,2025-06-26,4,Off-Peak,88
GTF002312,C00049,2025-06-14,7,Normal,89
GTF002313,C00020,2025-06-28,5,Normal,71
GTF002314,C00007,2025-06-09,7,Normal,73
GTF002315,C00032,2025-06-07,0,Normal,92
GTF002316,C00008,2025-06-09,8,Normal,93
GTF002317,C00080,2025-06-13,4,Normal,80
GTF002318,C00042,2025-06-19,6,Off-Peak,80
GTF002319,C00058,2025-06-11,4,Peak,77
GTF002320,C00011,2025-06-06,4,Normal,87
GTF002321,C00008,2025-06-16,6,Normal,80
GTF002322,C00046,2025-06-11,4,Off-Peak,85
GTF002323,C00022,2025-06-25,8,Normal,87
GTF002324,C00073,2025-06-02,11,Normal,81
GTF002325,C00068,2025-06-14,7,Off-Peak,74
GTF002326,C00063,2025-06-02,4,Peak,84
GTF002327,C00096,2025-06-13,7,Off-Peak,84
GTF002328,C00090,2025-06-29,6,Normal,94
GTF002329,C00016,2025-06-02,3,Normal,74
GTF002330,C00091,2025-06-20,5,Peak,81
GTF002331,C00008,2025-06-07,3,Normal,74
GTF002332,C00048,2025-06-25,2,Normal,83
GTF002333,C00016,2025-06-09,5,Normal,93
GTF002334,C00069,2025-06-14,2,Normal,94
GTF002335,C00054,2025-06-12,2,Normal,84
GTF002336,C00098,2025-06-10,6,Normal,95
GTF002337,C00076,2025-06-20,6,Normal,70
GTF002338,C00058,2025-06-14,6,Peak,73
GTF002339,C00071,2025-06-23,5,Off-Peak,73
GTF002340,C00054,2025-06-08,6,Normal,73
GTF002341,C00038,2025-06-30,9,Off-Peak,93
GTF002342,C00023,2025-06-03,6,Normal,77
GTF002343,C00063,2025-06-26,5,Peak,81
GTF002344,C00020,2025-06-07,3,Off-Peak,71
GTF002345,C00006,2025-06-08,6,Normal,79
GTF002346,C00089,2025-06-23,4,Off-Peak,87
GTF002347,C00035,2025-06-18,2,Normal,88
GTF002348,C00011,2025-06-21,4,Off-Peak,75
GTF002349,C00057,2025-06-21,7,Normal,86
GTF002350,C00018,2025-06-21,3,Normal,90
GTF002351,C00073,2025-06-28,1,Off-Peak,88
GTF002352,C00057,2025-06-28,1,Off-Peak,93
GTF002353,C00092,2025-06-07,2,Normal,71
GTF002354,C00087,2025-06-17,6,Normal,87
GTF002355,C00013,2025-06-20,4,Normal,79
GTF002356,C00090,2025-06-02,10,Off-Peak,91
GTF002357,C00008,2025-06-12,4,Normal,89
GTF002358,C00021,2025-06-26,5,Normal,84
GTF002359,C00008,2025-06-19,7,Off-Peak,90
GTF002360,C00083,2025-06-07,3,Normal,74
GTF002361,C00085,2025-06-07,3,Normal,91
GTF002362,C00064,2025-06-18,3,Peak,74
GTF002363,C00065,2025-06-18,2,Peak,94
GTF002364,C00024,2025-06-24,4,Normal,76
GTF002365,C00017,2025-06-15,2,Peak,92
GTF002366,C00024,2025-06-15,5,Off-Peak,75
GTF002367,C00060,2025-06-15,4,Off-Peak,85
GTF002368,C00003,2025-06-10,2,Normal,70
GTF002369,C00047,2025-06-18,11,Off-Peak,91
GTF002370,C00068,2025-06-26,5,Off-Peak,91
GTF002371,C00070,2025-06-10,6,Peak,80
GTF002372,C00050,2025-06-20,6,Off-Peak,85
GTF002373,C00014,2025-06-23,5,Normal,73
GTF002374,C00064,2025-06-09,7,Normal,71
GTF002375,C00058,2025-06-09,6,Normal,83
GTF002376,C00095,2025-06-07,3,Off-Peak,90
GTF002377,C00027,2025-06-14,4,Off-Peak,77
GTF002378,C00016,2025-06-27,5,Off-Peak,79
GTF002379,C00079,2025-06-03,4,Off-Peak,92
GTF002380,C00001,2025-06-14,3,Normal,77
GTF002381,C00058,2025-06-24,2,Normal,75
GTF002382,C00083,2025-06-27,4,Normal,83
GTF002383,C00052,2025-06-16,2,Normal,92
GTF002384,C00004,2025-06-01,5,Off-Peak,71
GTF002385,C00076,2025-06-15,3,Normal,83
GTF002386,C00012,2025-06-26,4,Peak,89
GTF002387,C00028,2025-06-05,9,Normal,79
GTF002388,C00077,2025-06-11,4,Peak,90
GTF002389,C00011,2025-06-18,2,Normal,78
GTF002390,C00086,2025-06-17,6,Normal,92
GTF002391,C00025,2025-06-27,4,Peak,81
GTF002392,C00040,2025-06-04,5,Normal,79
GTF002393,C00093,2025-06-29,2,Peak,77
GTF002394,C00044,2025-06-18,5,Off-Peak,79
GTF002395,C00025,2025-06-30,5,Normal,94
GTF002396,C00032,2025-06-03,7,Normal,92
GTF002397,C00100,2025-06-02,2,Normal,90
GTF002398,C00005,2025-06-10,4,Off-Peak,95
GTF002399,C00080,2025-06-09,5,Peak,81
GTF002400,C00051,2025-06-26,5,Peak,76
GTF002401,C00075,2025-06-17,6,Normal,94
GTF002402,C00037,2025-06-04,9,Off-Peak,90
GTF002403,C00097,2025-06-04,7,Off-Peak,84
GTF002404,C00078,2025-06-05,3,Peak,83
GTF002405,C00091,2025-06-15,3,Normal,72
GTF002406,C00008,2025-06-02,1,Peak,72
GTF002407,C00040,2025-06-29,2,Normal,81
GTF002408,C00041,2025-06-26,6,Peak,88
GTF002409,C00074,2025-06-23,3,Off-Peak,73
GTF002410,C00061,2025-06-26,8,Peak,71
GTF002411,C00010,2025-06-03,4,Normal,86
GTF002412,C00037,2025-06-22,3,Normal,83
GTF002413,C00037,2025-06-19,3,Normal,83
GTF002414,C00005,2025-06-23,2,Peak,89
GTF002415,C00004,2025-06-22,2,Off-Peak,77
GTF002416,C00093,2025-06-16,6,Peak,82
GTF002417,C00095,2025-06-14,5,Normal,77
GTF002418,C00097,2025-06-14,3,Normal,90
GTF002419,C00041,2025-06-28,8,Off-Peak,86
GTF002420,C00025,2025-06-30,5,Off-Peak,85
GTF002421,C00032,2025-06-14,4,Off-Peak,86
GTF002422,C00052,2025-06-11,2,Off-Peak,71
GTF002423,C00067,2025-06-02,6,Normal,80
GTF002424,C00052,2025-06-25,10,Off-Peak,85
GTF002425,C00060,2025-06-25,7,Normal,72
GTF002426,C00064,2025-06-26,10,Off-Peak,74
GTF002427,C00050,2025-06-21,6,Normal,76
GTF002428,C00089,2025-06-23,4,Normal,77
GTF002429,C00053,2025-06-11,6,Normal,83
GTF002430,C00009,2025-06-11,6,Off-Peak,74
GTF002431,C00003,2025-06-27,4,Normal,78
GTF002432,C00077,2025-06-10,2,Off-Peak,89
GTF002433,C00041,2025-06-21,7,Peak,88
GTF002434,C00061,2025-06-03,6,Off-Peak,80
GTF002435,C00011,2025-06-07,4,Normal,95
GTF002436,C00075,2025-06-07,2,Normal,87
GTF002437,C00053,2025-06-04,3,Normal,95
GTF002438,C00001,2025-06-26,5,Normal,93
GTF002439,C00005,2025-06-19,1,Normal,95
GTF002440,C00065,2025-06-08,7,Normal,84
GTF002441,C00084,2025-06-29,3,Normal,76
GTF002442,C00097,2025-06-09,6,Peak,86
GTF002443,C00001,2025-06-11,2,Off-Peak,70
GTF002444,C00043,2025-06-17,1,Peak,79
GTF002445,C00055,2025-06-16,5,Normal,77
GTF002446,C00082,2025-06-30,6,Normal,84
GTF002447,C00091,2025-06-30,9,Normal,80
GTF002448,C00066,2025-06-03,5,Normal,74
GTF002449,C00078,2025-06-27,7,Peak,94
GTF002450,C00058,2025-06-08,0,Off-Peak,79
GTF002451,C00043,2025-06-08,2,Normal,81
GTF002452,C00037,2025-06-24,7,Normal,72
GTF002453,C00081,2025-06-10,4,Normal,90
GTF002454,C00047,2025-06-17,8,Normal,91
GTF002455,C00080,2025-06-14,8,Normal,76
GTF002456,C00076,2025-06-07,5,Normal,78
GTF002457,C00093,2025-06-12,10,Off-Peak,94
GTF002458,C00065,2025-06-16,6,Peak,91
GTF002459,C00008,2025-06-09,8,Peak,87
GTF002460,C00011,2025-06-17,4,Normal,73
GTF002461,C00052,2025-06-15,5,Off-Peak,93
GTF002462,C00095,2025-06-17,4,Off-Peak,83
GTF002463,C00071,2025-06-25,7,Peak,95
GTF002464,C00046,2025-06-23,6,Normal,76
GTF002465,C00038,2025-06-25,5,Peak,78
GTF002466,C00080,2025-06-16,2,Off-Peak,92
GTF002467,C00042,2025-06-23,5,Normal,70
GTF002468,C00037,2025-06-14,5,Normal,71
GTF002469,C00031,2025-06-15,12,Off-Peak,84
GTF002470,C00055,2025-06-09,6,Normal,76
GTF002471,C00079,2025-06-16,8,Normal,70
GTF002472,C00052,2025-06-29,6,Normal,85
GTF002473,C00076,2025-06-19,7,Normal,75
GTF002474,C00100,2025-06-07,9,Normal,85
GTF002475,C00024,2025-06-02,2,Off-Peak,89
GTF002476,C00052,2025-06-16,2,Peak,77
GTF002477,C00093,2025-06-29,4,Normal,70
GTF002478,C00012,2025-06-21,3,Normal,89
GTF002479,C00083,2025-06-06,8,Normal,80
GTF002480,C00081,2025-06-25,4,Off-Peak,85
GTF002481,C00078,2025-06-05,4,Normal,92
GTF002482,C00091,2025-06-09,4,Off-Peak,95
GTF002483,C00094,2025-06-09,4,Normal,92
GTF002484,C00041,2025-06-02,4,Normal,78
GTF002485,C00054,2025-06-26,5,Off-Peak,85
GTF002486,C00035,2025-06-13,4,Off-Peak,93
GTF002487,C00048,2025-06-23,5,Normal,78
GTF002488,C00061,2025-06-16,7,Normal,91
GTF002489,C00014,2025-06-01,8,Normal,94
GTF002490,C00089,2025-06-09,11,Normal,74
GTF002491,C00085,2025-06-18,6,Off-Peak,71
GTF002492,C00039,2025-06-25,8,Off-Peak,84
GTF002493,C00066,2025-06-08,6,Peak,75
GTF002494,C00070,2025-06-05,5,Peak,82
GTF002495,C00023,2025-06-16,7,Off-Peak,80
GTF002496,C00017,2025-06-19,4,Normal,73
GTF002497,C00023,2025-06-12,5,Normal,74
GTF002498,C00084,2025-06-11,5,Off-Peak,71
GTF002499,C00032,2025-06-17,6,Off-Peak,73
GTF002500,C00011,2025-06-28,5,Normal,80
GTF002501,C00049,2025-06-18,5,Peak,95
GTF002502,C00016,2025-06-26,6,Peak,87
GTF002503,C00052,2025-06-16,5,Normal,87
GTF002504,C00094,2025-06-01,6,Normal,93
GTF002505,C00098,2025-06-10,3,Peak,77
GTF002506,C00073,2025-06-20,1,Normal,93
GTF002507,C00018,2025-06-18,3,Normal,80
GTF002508,C00064,2025-06-21,3,Peak,79
GTF002509,C00049,2025-06-22,7,Normal,75
GTF002510,C00072,2025-06-09,5,Off-Peak,90
GTF002511,C00075,2025-06-29,4,Peak,70
GTF002512,C00057,2025-06-27,7,Peak,92
GTF002513,C00059,2025-06-22,7,Normal,94
GTF002514,C00016,2025-06-10,5,Normal,72
GTF002515,C00067,2025-06-01,4,Normal,73
GTF002516,C00087,2025-06-25,4,Normal,86
GTF002517,C00017,2025-06-27,6,Normal,89
GTF002518,C00079,2025-06-12,5,Peak,84
GTF002519,C00070,2025-06-19,10,Peak,74
GTF002520,C00043,2025-06-30,1,Off-Peak,83
GTF002521,C00006,2025-06-13,3,Peak,75
GTF002522,C00046,2025-06-20,5,Normal,93
GTF002523,C00015,2025-06-24,3,Off-Peak,92
GTF002524,C00027,2025-06-04,3,Normal,91
GTF002525,C00073,2025-06-13,3,Normal,91
GTF002526,C00088,2025-06-10,6,Normal,85
GTF002527,C00096,2025-06-30,7,Normal,92
GTF002528,C00031,2025-06-24,4,Normal,80
GTF002529,C00018,2025-06-20,9,Normal,87
GTF002530,C00076,2025-06-18,8,Off-Peak,82
GTF002531,C00005,2025-06-19,4,Normal,92
GTF002532,C00044,2025-06-25,6,Normal,70
GTF002533,C00080,2025-06-07,4,Normal,89
GTF002534,C00057,2025-06-19,4,Normal,94
GTF002535,C00097,2025-06-20,11,Off-Peak,80
GTF002536,C00022,2025-06-09,4,Peak,93
GTF002537,C00054,2025-06-01,2,Normal,81
GTF002538,C00006,2025-06-17,2,Normal,75
GTF002539,C00040,2025-06-04,2,Off-Peak,72
GTF002540,C00006,2025-06-27,6,Normal,78
GTF002541,C00043,2025-06-09,4,Off-Peak,84
GTF002542,C00055,2025-06-15,2,Peak,71
GTF002543,C00064,2025-06-03,6,Peak,71
GTF002544,C00007,2025-06-26,4,Normal,94
GTF002545,C00046,2025-06-15,4,Normal,73
GTF002546,C00010,2025-06-21,2,Normal,91
GTF002547,C00032,2025-06-05,8,Normal,93
GTF002548,C00086,2025-06-05,6,Peak,71
GTF002549,C00021,2025-06-27,7,Normal,93
GTF002550,C00014,2025-06-10,5,Normal,83
GTF002551,C00013,2025-06-23,9,Normal,70
GTF002552,C00036,2025-06-02,4,Peak,77
GTF002553,C00069,2025-06-28,8,Normal,89
GTF002554,C00082,2025-06-06,3,Peak,82
GTF002555,C00009,2025-06-24,4,Normal,90
GTF002556,C00090,2025-06-10,7,Normal,77
GTF002557,C00065,2025-06-02,5,Off-Peak,80
GTF002558,C00040,2025-06-17,8,Peak,72
GTF002559,C00075,2025-06-07,5,Normal,81
GTF002560,C00042,2025-06-15,7,Normal,75
GTF002561,C00057,2025-06-21,4,Normal,80
GTF002562,C00080,2025-06-01,7,Normal,90
GTF002563,C00063,2025-06-30,8,Normal,79
GTF002564,C00043,2025-06-02,8,Normal,91
GTF002565,C00090,2025-06-23,10,Normal,92
GTF002566,C00021,2025-06-30,4,Normal,80
GTF002567,C00089,2025-06-06,8,Off-Peak,73
GTF002568,C00048,2025-06-20,3,Normal,76
GTF002569,C00061,2025-06-26,6,Off-Peak,72
GTF002570,C00095,2025-06-11,4,Normal,86
GTF002571,C00040,2025-06-17,7,Normal,74
GTF002572,C00030,2025-06-19,6,Off-Peak,80
GTF002573,C00011,2025-06-19,12,Peak,91
GTF002574,C00076,2025-06-15,7,Peak,74
GTF002575,C00082,2025-06-18,4,Normal,91
GTF002576,C00094,2025-06-03,4,Normal,81
GTF002577,C00073,2025-06-21,2,Normal,89
GTF002578,C00085,2025-06-28,5,Peak,82
GTF002579,C00065,2025-06-19,7,Peak,92
GTF002580,C00008,2025-06-18,7,Peak,92
GTF002581,C00080,2025-06-01,8,Normal,88
GTF002582,C00049,2025-06-25,3,Normal,87
GTF002583,C00004,2025-06-20,1,Normal,82
GTF002584,C00024,2025-06-02,7,Normal,81
GTF002585,C00051,2025-06-23,3,Off-Peak,91
GTF002586,C00014,2025-06-13,6,Normal,93
GTF002587,C00015,2025-06-12,7,Peak,82
GTF002588,C00045,2025-06-11,3,Peak,75
GTF002589,C00100,2025-06-05,2,Peak,77
GTF002590,C00098,2025-06-29,3,Normal,85
GTF002591,C00026,2025-06-11,9,Normal,73
GTF002592,C00029,2025-06-06,10,Normal,93
GTF002593,C00018,2025-06-17,9,Normal,92
GTF002594,C00032,2025-06-20,7,Off-Peak,70
GTF002595,C00095,2025-06-18,1,Peak,90
GTF002596,C00017,2025-06-30,7,Off-Peak,91
GTF002597,C00035,2025-06-04,2,Peak,71
GTF002598,C00088,2025-06-11,4,Normal,89
GTF002599,C00002,2025-06-30,6,Peak,78
GTF002600,C00031,2025-06-04,9,Normal,86
GTF002601,C00059,2025-06-03,4,Normal,77
GTF002602,C00047,2025-06-08,11,Normal,92
GTF002603,C00074,2025-06-18,1,Off-Peak,80
GTF002604,C00052,2025-06-29,4,Normal,95
GTF002605,C00071,2025-06-14,0,Peak,86
GTF002606,C00076,2025-06-08,4,Normal,81
GTF002607,C00018,2025-06-09,4,Normal,80
GTF002608,C00033,2025-06-24,9,Normal,72
GTF002609,C00032,2025-06-25,3,Peak,82
GTF002610,C00066,2025-06-21,6,Normal,92
GTF002611,C00017,2025-06-07,5,Off-Peak,93
GTF002612,C00073,2025-06-04,4,Normal,73
GTF002613,C00001,2025-06-16,7,Normal,93
GTF002614,C00084,2025-06-11,3,Normal,87
GTF002615,C00032,2025-06-18,5,Peak,93
GTF002616,C00079,2025-06-06,5,Normal,87
GTF002617,C00029,2025-06-01,8,Peak,87
GTF002618,C00030,2025-06-17,5,Off-Peak,77
GTF002619,C00077,2025-06-10,10,Off-Peak,86
GTF002620,C00024,2025-06-04,5,Off-Peak,76
GTF002621,C00011,2025-06-09,4,Normal,93
GTF002622,C00009,2025-06-05,7,Normal,85
GTF002623,C00060,2025-06-13,3,Normal,79
GTF002624,C00028,2025-06-08,4,Normal,94
GTF002625,C00064,2025-06-18,4,Peak,92
GTF002626,C00039,2025-06-29,7,Off-Peak,76
GTF002627,C00056,2025-06-14,5,Normal,92
GTF002628,C00018,2025-06-18,4,Normal,78
GTF002629,C00035,2025-06-05,6,Normal,87
GTF002630,C00035,2025-06-11,5,Peak,88
GTF002631,C00024,2025-06-10,7,Peak,70
GTF002632,C00082,2025-06-26,5,Normal,79
GTF002633,C00038,2025-06-06,6,Normal,79
GTF002634,C00096,2025-06-24,7,Normal,74
GTF002635,C00047,2025-06-02,9,Normal,70
GTF002636,C00088,2025-06-15,3,Off-Peak,94
GTF002637,C00049,2025-06-26,7,Peak,88
GTF002638,C00013,2025-06-06,6,Off-Peak,84
GTF002639,C00059,2025-06-02,7,Peak,70
GTF002640,C00052,2025-06-06,4,Normal,87
GTF002641,C00075,2025-06-11,5,Normal,84
GTF002642,C00008,2025-06-16,4,Off-Peak,83
GTF002643,C00020,2025-06-01,5,Off-Peak,93
GTF002644,C00089,2025-06-08,5,Off-Peak,90
GTF002645,C00040,2025-06-08,6,Normal,93
GTF002646,C00054,2025-06-25,5,Normal,88
GTF002647,C00022,2025-06-27,6,Off-Peak,76
GTF002648,C00004,2025-06-07,6,Normal,77
GTF002649,C00079,2025-06-30,2,Off-Peak,81
GTF002650,C00024,2025-06-20,3,Normal,84
GTF002651,C00073,2025-06-15,7,Peak,75
GTF002652,C00011,2025-06-18,1,Peak,90
GTF002653,C00099,2025-06-08,7,Off-Peak,71
GTF002654,C00070,2025-06-30,5,Normal,88
GTF002655,C00048,2025-06-24,6,Off-Peak,95
GTF002656,C00064,2025-06-09,6,Normal,76
GTF002657,C00001,2025-06-13,3,Normal,71
GTF002658,C00042,2025-06-03,4,Off-Peak,84
GTF002659,C00091,2025-06-04,0,Normal,76
GTF002660,C00066,2025-06-08,6,Peak,76
GTF002661,C00054,2025-06-06,2,Peak,84
GTF002662,C00013,2025-06-13,5,Peak,82
GTF002663,C00084,2025-06-21,3,Off-Peak,71
GTF002664,C00062,2025-06-08,5,Peak,86
GTF002665,C00012,2025-06-29,5,Normal,87
GTF002666,C00058,2025-06-25,2,Normal,87
GTF002667,C00090,2025-06-07,11,Normal,85
GTF002668,C00080,2025-06-30,1,Normal,74
GTF002669,C00032,2025-06-19,4,Peak,73
GTF002670,C00028,2025-06-08,3,Normal,83
GTF002671,C00026,2025-06-23,10,Off-Peak,84
GTF002672,C00088,2025-06-17,5,Normal,82
GTF002673,C00015,2025-06-27,4,Normal,70
GTF002674,C00033,2025-06-15,4,Normal,85
GTF002675,C00083,2025-06-27,3,Normal,88
GTF002676,C00067,2025-06-20,4,Normal,84
GTF002677,C00049,2025-06-30,3,Off-Peak,88
GTF002678,C00077,2025-06-10,10,Normal,72
GTF002679,C00075,2025-06-26,5,Normal,80
GTF002680,C00063,2025-06-02,2,Normal,94
GTF002681,C00028,2025-06-14,8,Peak,94
GTF002682,C00075,2025-06-26,5,Normal,73
GTF002683,C00026,2025-06-12,6,Normal,91
GTF002684,C00047,2025-06-14,6,Peak,94
GTF002685,C00063,2025-06-22,3,Normal,95
GTF002686,C00079,2025-06-16,3,Normal,94
GTF002687,C00036,2025-06-18,5,Normal,86
GTF002688,C00084,2025-06-18,8,Normal,89
GTF002689,C00028,2025-06-15,2,Peak,78
GTF002690,C00009,2025-06-16,6,Peak,83
GTF002691,C00027,2025-06-17,7,Normal,91
GTF002692,C00018,2025-06-21,7,Peak,81
GTF002693,C00048,2025-06-01,3,Peak,73
GTF002694,C00076,2025-06-21,5,Normal,92
GTF002695,C00015,2025-06-18,2,Normal,78
GTF002696,C00068,2025-06-19,6,Normal,75
GTF002697,C00077,2025-06-09,3,Off-Peak,90
GTF002698,C00062,2025-06-05,2,Normal,92
GTF002699,C00023,2025-06-07,9,Peak,73
GTF002700,C00089,2025-06-11,3,Normal,92
GTF002701,C00006,2025-06-14,3,Off-Peak,93
GTF002702,C00044,2025-06-05,8,Normal,94
GTF002703,C00045,2025-06-26,5,Off-Peak,85
GTF002704,C00028,2025-06-25,4,Peak,91
GTF002705,C00058,2025-06-11,7,Normal,91
GTF002706,C00059,2025-06-23,3,Off-Peak,89
GTF002707,C00017,2025-06-05,3,Off-Peak,85
