task_id,asset_id,asset_type,corridor_id,location_km,equipment_type,defect_or_task,severity,criticality_1_5,safety_risk_1_5,operational_impact_1_5,reported_date,due_date,overdue_days,estimated_duration_min,required_team_size,maintenance_type,power_isolation_required,possession_required,status
TDMS000159,AST010255,Jumper,C00080,3.5,Jumper Wire,Loose jumper,Low,3,1,2,2025-06-27,2025-08-16,0,51,3,Preventive,Yes,Yes,Scheduled
TDMS000160,AST010546,Feeder,C00094,2.8,Feeder Line,Feeder fault,Low,2,1,1,2025-05-18,2025-06-18,13,181,3,Preventive,Yes,Yes,In Progress
TDMS000161,AST009925,Feeder,C00068,63.4,Feeder Line,Feeder fault,Low,2,1,2,2025-06-04,2025-07-23,0,155,2,Preventive,Yes,No,Scheduled
TDMS000162,AST009644,Transformer,C00098,0.6,Traction Transformer,Transformer inspection,Low,2,3,3,2025-06-29,2025-08-08,0,209,4,Inspection,Yes,Yes,Completed
TDMS000163,AST011067,Insulator,C00057,113.8,Insulator,Insulator defect,Low,1,3,1,2025-06-22,2025-08-01,0,99,3,Preventive,Yes,No,Completed
TDMS000164,AST011851,Insulator,C00098,2.2,Insulator,Insulator defect,Critical,4,5,5,2025-06-23,2025-06-28,3,131,2,Corrective,Yes,Yes,Open
TDMS000165,AST011122,Feeder,C00073,46.8,Feeder Line,Feeder fault,Critical,5,4,4,2025-06-27,2025-07-01,0,226,5,Corrective,No,No,Completed
TDMS000166,AST009431,Section Insulator,C00082,102.4,Section Insulator,Section insulator wear,High,3,4,4,2025-05-18,2025-05-26,36,138,3,Corrective,Yes,Yes,Open
TDMS000167,AST011347,Catenary,C00003,83.9,Catenary Wire,Catenary sag,High,3,4,3,2025-06-14,2025-06-25,6,209,3,Corrective,Yes,Yes,In Progress
TDMS000168,AST009403,Catenary,C00072,3.5,Catenary Wire,Catenary sag,Low,2,2,1,2025-04-01,2025-05-07,55,212,3,Preventive,Yes,Yes,Open
TDMS000169,AST009855,Catenary,C00078,65.4,Catenary Wire,Catenary sag,Low,3,2,2,2025-06-07,2025-07-22,0,261,5,Preventive,Yes,Yes,Open
TDMS000170,AST010961,Section Insulator,C00098,2.0,Section Insulator,Section insulator wear,Medium,4,2,2,2025-06-11,2025-07-04,0,124,4,Preventive,Yes,Yes,Open
TDMS000171,AST009816,Pantograph Interaction Zone,C00029,4.7,Pantograph Interaction Zone,OHE wear,Medium,3,2,3,2025-06-17,2025-07-09,0,164,3,Preventive,Yes,No,Open
TDMS000172,AST010515,Insulator,C00075,135.0,Insulator,Insulator defect,Low,2,2,2,2025-05-13,2025-06-15,16,120,4,Preventive,Yes,Yes,Open
TDMS000173,AST009753,Section Insulator,C00015,22.2,Section Insulator,Section insulator wear,High,4,4,2,2025-06-24,2025-07-03,0,73,3,Corrective,Yes,Yes,Completed
TDMS000174,AST011562,Insulator,C00063,25.4,Insulator,Insulator defect,High,1,4,2,2025-06-15,2025-06-27,0,110,2,Corrective,Yes,Yes,Completed
TDMS000175,AST010677,Section Insulator,C00033,7.2,Section Insulator,Section insulator wear,High,3,4,3,2025-06-06,2025-06-16,15,131,4,Corrective,Yes,Yes,Deferred
TDMS000176,AST008765,Pantograph Interaction Zone,C00036,7.6,Pantograph Interaction Zone,OHE wear,Critical,3,4,3,2025-06-24,2025-06-26,5,107,3,Corrective,Yes,No,Scheduled
TDMS000177,AST010176,Section Insulator,C00090,76.2,Section Insulator,Section insulator wear,High,4,3,4,2025-03-13,2025-03-22,101,81,3,Corrective,Yes,Yes,Open
TDMS000178,AST009426,Pantograph Interaction Zone,C00074,2.0,Pantograph Interaction Zone,OHE wear,High,2,4,2,2025-06-04,2025-06-16,0,165,3,Corrective,Yes,Yes,Completed
TDMS000179,AST008906,Catenary,C00083,13.8,Catenary Wire,Catenary sag,Critical,4,5,3,2025-04-22,2025-04-24,68,183,3,Corrective,Yes,Yes,Scheduled
TDMS000180,AST008981,Transformer,C00009,48.5,Traction Transformer,Transformer inspection,Low,2,2,1,2025-06-24,2025-08-18,0,147,4,Inspection,Yes,Yes,Open
TDMS000181,AST010014,Transformer,C00064,164.9,Traction Transformer,Transformer inspection,Low,3,3,2,2025-05-30,2025-07-09,0,207,2,Inspection,Yes,Yes,Completed
TDMS000182,AST010467,Mast,C00037,14.6,OHE Mast,Mast defect,High,2,3,4,2025-06-20,2025-07-02,0,117,4,Corrective,Yes,Yes,Open
TDMS000183,AST011128,Jumper,C00052,62.9,Jumper Wire,Loose jumper,Medium,1,2,3,2025-06-28,2025-07-21,0,46,3,Preventive,Yes,No,Completed
TDMS000184,AST009497,Transformer,C00046,3.4,Traction Transformer,Transformer inspection,Low,2,2,2,2025-04-15,2025-05-28,34,264,6,Inspection,No,No,In Progress
TDMS000185,AST011825,Catenary,C00022,162.8,Catenary Wire,Catenary sag,Medium,3,4,2,2025-03-29,2025-04-18,74,156,3,Preventive,Yes,No,Open
TDMS000186,AST010544,Mast,C00003,50.3,OHE Mast,Mast defect,Low,3,2,2,2025-06-25,2025-07-30,0,117,2,Preventive,No,Yes,Open
TDMS000187,AST011808,Pantograph Interaction Zone,C00033,76.7,Pantograph Interaction Zone,OHE wear,High,3,4,4,2025-04-29,2025-05-11,51,161,5,Corrective,Yes,Yes,In Progress
TDMS000188,AST008842,Catenary,C00086,114.3,Catenary Wire,Catenary sag,High,3,3,2,2025-03-11,2025-03-18,105,173,2,Corrective,Yes,Yes,Scheduled
TDMS000189,AST011324,OHE,C00063,156.6,Overhead Equipment,OHE wear,Medium,2,4,1,2025-06-07,2025-06-24,7,180,4,Preventive,Yes,Yes,In Progress
TDMS000190,AST010125,Catenary,C00023,31.5,Catenary Wire,Catenary sag,Low,3,2,1,2025-05-08,2025-06-03,0,168,4,Preventive,No,Yes,Completed
TDMS000191,AST009950,Mast,C00079,38.8,OHE Mast,Mast defect,Low,2,2,1,2025-05-30,2025-07-03,0,155,4,Preventive,No,Yes,Open
TDMS000192,AST009404,Mast,C00069,216.2,OHE Mast,Mast defect,Low,1,1,1,2025-03-05,2025-04-23,69,125,2,Preventive,No,Yes,In Progress
TDMS000193,AST009500,Mast,C00076,72.8,OHE Mast,Mast defect,Medium,2,2,2,2025-05-03,2025-05-21,0,85,3,Preventive,No,No,Completed
TDMS000194,AST011162,Jumper,C00053,99.3,Jumper Wire,Loose jumper,High,3,3,2,2025-06-01,2025-06-13,0,86,4,Corrective,Yes,Yes,Completed
TDMS000195,AST010167,Section Insulator,C00096,52.0,Section Insulator,Section insulator wear,Medium,3,2,4,2025-05-27,2025-06-16,15,101,5,Preventive,Yes,Yes,Scheduled
TDMS000196,AST010265,Catenary,C00078,37.0,Catenary Wire,Catenary sag,Medium,2,3,2,2025-06-27,2025-07-18,0,225,3,Preventive,Yes,No,Scheduled
TDMS000197,AST009620,Insulator,C00040,5.7,Insulator,Insulator defect,Medium,2,2,4,2025-06-22,2025-07-20,0,137,4,Preventive,Yes,Yes,In Progress
TDMS000198,AST009366,Pantograph Interaction Zone,C00072,75.8,Pantograph Interaction Zone,OHE wear,Medium,2,1,1,2025-05-29,2025-06-14,0,236,4,Preventive,No,No,Completed
TDMS000199,AST009348,Catenary,C00066,20.5,Catenary Wire,Catenary sag,Critical,4,4,4,2025-06-26,2025-06-30,1,221,2,Corrective,Yes,Yes,Open
TDMS000200,AST011067,Insulator,C00057,113.8,Insulator,Insulator defect,Low,3,2,1,2025-03-27,2025-05-14,0,97,3,Preventive,Yes,Yes,Completed
TDMS000201,AST009403,Catenary,C00072,3.5,Catenary Wire,Catenary sag,Low,3,2,2,2025-06-26,2025-08-11,0,250,4,Preventive,Yes,Yes,Open
TDMS000202,AST009829,Pantograph Interaction Zone,C00009,27.2,Pantograph Interaction Zone,OHE wear,Critical,4,5,3,2025-06-01,2025-06-05,26,253,3,Corrective,Yes,No,In Progress
TDMS000203,AST009356,Insulator,C00045,83.3,Insulator,Insulator defect,Low,2,3,2,2025-06-20,2025-07-21,0,86,4,Preventive,Yes,Yes,Completed
TDMS000204,AST010743,OHE,C00074,5.9,Overhead Equipment,Preventive OHE maintenance,High,2,4,3,2025-06-13,2025-06-22,9,158,5,Preventive,No,Yes,Deferred
TDMS000205,AST008758,Section Insulator,C00097,8.4,Section Insulator,Section insulator wear,Low,3,3,1,2025-06-28,2025-08-15,0,47,2,Preventive,Yes,Yes,Completed
TDMS000206,AST009776,OHE,C00026,288.3,Overhead Equipment,Preventive OHE maintenance,Low,3,2,2,2025-05-17,2025-06-22,9,127,3,Preventive,Yes,Yes,Scheduled
TDMS000207,AST011717,Jumper,C00034,14.1,Jumper Wire,Loose jumper,High,3,5,3,2025-05-20,2025-05-30,32,128,4,Corrective,Yes,No,Scheduled
TDMS000208,AST011158,Insulator,C00080,44.5,Insulator,Insulator defect,Critical,4,4,3,2025-04-27,2025-04-30,0,146,5,Corrective,Yes,Yes,Completed
TDMS000209,AST010887,Transformer,C00075,17.9,Traction Transformer,Transformer inspection,High,2,3,2,2025-06-03,2025-06-13,18,205,4,Inspection,Yes,Yes,Open
TDMS000210,AST010258,Mast,C00070,21.9,OHE Mast,Mast defect,High,3,5,3,2025-05-03,2025-05-10,0,148,3,Corrective,No,Yes,Completed
TDMS000211,AST009153,Section Insulator,C00026,13.7,Section Insulator,Section insulator wear,High,3,4,2,2025-06-25,2025-07-06,0,34,3,Corrective,Yes,Yes,Scheduled
TDMS000212,AST009134,Feeder,C00041,26.6,Feeder Line,Feeder fault,Medium,2,3,2,2025-06-16,2025-07-05,0,141,3,Preventive,Yes,Yes,Open
TDMS000213,AST008746,Feeder,C00066,33.5,Feeder Line,Feeder fault,High,3,5,2,2025-06-24,2025-07-03,0,133,5,Corrective,Yes,Yes,Scheduled
TDMS000214,AST010795,OHE,C00044,10.0,Overhead Equipment,OHE wear,Low,2,1,1,2025-06-30,2025-08-09,0,177,4,Preventive,Yes,Yes,Scheduled
TDMS000215,AST011654,Pantograph Interaction Zone,C00030,81.7,Pantograph Interaction Zone,OHE wear,Medium,3,3,1,2025-06-28,2025-07-21,0,210,5,Preventive,No,Yes,Open
TDMS000216,AST010018,Catenary,C00061,52.9,Catenary Wire,Catenary sag,Low,3,2,2,2025-06-04,2025-07-17,0,179,3,Preventive,Yes,Yes,Open
TDMS000217,AST009186,Pantograph Interaction Zone,C00023,20.0,Pantograph Interaction Zone,OHE wear,High,4,4,2,2025-06-17,2025-06-24,7,124,4,Corrective,Yes,Yes,In Progress
TDMS000218,AST009406,Catenary,C00060,17.6,Catenary Wire,Catenary sag,Medium,4,3,1,2025-05-27,2025-06-16,15,160,3,Preventive,No,Yes,Open
TDMS000219,AST010076,Mast,C00003,3.4,OHE Mast,Mast defect,High,5,4,3,2025-03-28,2025-04-04,0,104,3,Corrective,Yes,Yes,Completed
TDMS000220,AST010842,Section Insulator,C00054,36.0,Section Insulator,Section insulator wear,Medium,3,3,2,2025-06-30,2025-07-14,0,57,3,Preventive,Yes,Yes,Completed
TDMS000221,AST009392,Section Insulator,C00037,38.6,Section Insulator,Section insulator wear,Low,2,2,1,2025-06-28,2025-08-18,0,122,2,Preventive,Yes,Yes,Scheduled
TDMS000222,AST011660,Transformer,C00021,132.7,Traction Transformer,Transformer inspection,Medium,3,3,2,2025-06-05,2025-06-24,7,165,3,Inspection,Yes,Yes,Open
TDMS000223,AST010779,Catenary,C00091,183.2,Catenary Wire,Catenary sag,Low,3,1,1,2025-06-19,2025-08-09,0,178,3,Preventive,Yes,Yes,Deferred
TDMS000224,AST010477,Pantograph Interaction Zone,C00032,6.2,Pantograph Interaction Zone,OHE wear,High,4,3,3,2025-06-08,2025-06-18,13,121,2,Corrective,Yes,Yes,Open
TDMS000225,AST010400,OHE,C00084,46.2,Overhead Equipment,Preventive OHE maintenance,Medium,1,2,1,2025-06-12,2025-06-26,5,59,2,Preventive,Yes,Yes,Deferred
TDMS000226,AST009466,Catenary,C00049,34.8,Catenary Wire,Catenary sag,Low,3,2,1,2025-05-02,2025-06-20,11,185,3,Preventive,Yes,Yes,Open
TDMS000227,AST010086,Insulator,C00087,163.3,Insulator,Insulator defect,Critical,4,5,3,2025-06-22,2025-06-24,7,118,4,Corrective,Yes,Yes,Scheduled
TDMS000228,AST011918,Pantograph Interaction Zone,C00079,13.3,Pantograph Interaction Zone,OHE wear,Medium,3,3,1,2025-06-16,2025-06-29,0,224,4,Preventive,Yes,Yes,Completed
TDMS000229,AST009265,Section Insulator,C00006,18.1,Section Insulator,Section insulator wear,Medium,2,3,2,2025-06-17,2025-07-06,0,94,1,Preventive,Yes,Yes,Open
TDMS000230,AST011272,Section Insulator,C00006,3.4,Section Insulator,Section insulator wear,High,2,4,3,2025-05-24,2025-05-31,31,113,1,Corrective,Yes,No,Open
TDMS000231,AST011419,Transformer,C00034,1.2,Traction Transformer,Transformer inspection,High,3,5,3,2025-06-23,2025-07-04,0,297,3,Inspection,Yes,Yes,Scheduled
TDMS000232,AST011296,Section Insulator,C00067,87.6,Section Insulator,Section insulator wear,Critical,2,3,1,2025-05-26,2025-05-29,0,166,3,Corrective,Yes,No,Completed
TDMS000233,AST011302,OHE,C00046,1.6,Overhead Equipment,Preventive OHE maintenance,High,4,5,3,2025-06-17,2025-06-26,5,136,2,Preventive,No,Yes,In Progress
TDMS000234,AST011690,Feeder,C00073,2.1,Feeder Line,Feeder fault,Low,3,1,1,2025-06-23,2025-07-26,0,101,3,Preventive,Yes,Yes,Open
TDMS000235,AST009410,OHE,C00093,77.3,Overhead Equipment,OHE wear,High,4,4,4,2025-06-01,2025-06-14,17,215,5,Corrective,Yes,Yes,Open
TDMS000236,AST010038,Feeder,C00027,87.3,Feeder Line,Feeder fault,High,3,3,2,2025-05-06,2025-05-16,0,252,3,Corrective,Yes,Yes,Completed
TDMS000237,AST008847,OHE,C00079,3.8,Overhead Equipment,OHE wear,Medium,2,2,2,2025-06-24,2025-07-08,0,188,4,Preventive,Yes,No,Open
TDMS000238,AST011259,Insulator,C00071,7.1,Insulator,Insulator defect,Medium,3,3,1,2025-06-17,2025-07-04,0,60,2,Preventive,Yes,No,Open
TDMS000239,AST011106,Transformer,C00098,1.1,Traction Transformer,Transformer inspection,Low,3,2,2,2025-06-29,2025-08-10,0,229,6,Inspection,Yes,No,Deferred
TDMS000240,AST008755,Pantograph Interaction Zone,C00027,141.2,Pantograph Interaction Zone,OHE wear,Medium,3,3,2,2025-05-17,2025-06-08,23,131,3,Preventive,Yes,No,Deferred
TDMS000241,AST009347,Mast,C00098,2.4,OHE Mast,Mast defect,Medium,3,2,3,2025-06-04,2025-06-28,3,156,4,Preventive,No,Yes,In Progress
TDMS000242,AST010655,Mast,C00014,65.3,OHE Mast,Mast defect,Medium,3,2,2,2025-06-02,2025-06-19,12,121,2,Preventive,No,Yes,Open
TDMS000243,AST011957,Feeder,C00010,72.5,Feeder Line,Feeder fault,High,1,3,2,2025-06-20,2025-07-01,0,204,4,Corrective,Yes,Yes,Open
TDMS000244,AST011235,Insulator,C00090,34.3,Insulator,Insulator defect,Medium,3,2,3,2025-06-30,2025-07-17,0,115,4,Preventive,Yes,No,Scheduled
TDMS000245,AST010981,Catenary,C00083,24.8,Catenary Wire,Catenary sag,High,4,4,3,2025-06-17,2025-06-30,0,225,5,Corrective,Yes,Yes,Completed
TDMS000246,AST009204,Transformer,C00069,125.3,Traction Transformer,Transformer inspection,Medium,2,2,2,2025-05-17,2025-06-02,29,253,5,Inspection,Yes,Yes,In Progress
TDMS000247,AST011058,Catenary,C00046,18.3,Catenary Wire,Catenary sag,Medium,3,3,2,2025-06-28,2025-07-16,0,166,1,Preventive,Yes,Yes,Scheduled
TDMS000248,AST011781,Pantograph Interaction Zone,C00058,56.6,Pantograph Interaction Zone,OHE wear,Low,3,1,2,2025-05-22,2025-06-27,4,174,5,Preventive,Yes,Yes,Open
TDMS000249,AST010315,Insulator,C00085,26.1,Insulator,Insulator defect,High,2,5,3,2025-05-16,2025-05-24,0,42,2,Corrective,Yes,Yes,Completed
TDMS000250,AST009642,Insulator,C00092,0.2,Insulator,Insulator defect,High,3,3,1,2025-06-24,2025-07-05,0,92,2,Corrective,Yes,Yes,Open
TDMS000251,AST009157,Pantograph Interaction Zone,C00016,19.2,Pantograph Interaction Zone,OHE wear,Low,2,2,2,2025-06-21,2025-07-28,0,202,4,Preventive,Yes,Yes,Open
TDMS000252,AST011350,Feeder,C00010,73.4,Feeder Line,Feeder fault,Critical,3,4,4,2025-04-11,2025-04-14,78,179,2,Corrective,Yes,No,In Progress
TDMS000253,AST011215,Mast,C00069,114.5,OHE Mast,Mast defect,Low,2,3,2,2025-06-13,2025-07-15,0,154,3,Preventive,No,Yes,Open
TDMS000254,AST010495,OHE,C00076,64.0,Overhead Equipment,Preventive OHE maintenance,Low,2,2,1,2025-05-18,2025-06-14,17,43,2,Preventive,Yes,Yes,Open
TDMS000255,AST011781,Pantograph Interaction Zone,C00058,56.6,Pantograph Interaction Zone,OHE wear,Low,2,3,1,2025-05-22,2025-07-08,0,183,3,Preventive,Yes,Yes,Scheduled
TDMS000256,AST011676,Mast,C00046,7.5,OHE Mast,Mast defect,Low,3,2,2,2025-05-17,2025-07-09,0,180,3,Preventive,No,No,Open
TDMS000257,AST009577,Feeder,C00031,45.5,Feeder Line,Feeder fault,Critical,3,5,2,2025-06-28,2025-07-03,0,239,3,Corrective,Yes,No,Open
TDMS000258,AST009282,Jumper,C00061,57.2,Jumper Wire,Loose jumper,Low,3,1,2,2025-06-26,2025-08-10,0,78,4,Preventive,Yes,Yes,Open
TDMS000259,AST009099,Jumper,C00018,75.3,Jumper Wire,Loose jumper,Medium,2,3,2,2025-06-17,2025-07-09,0,82,1,Preventive,Yes,Yes,Scheduled
TDMS000260,AST009873,Feeder,C00084,77.4,Feeder Line,Feeder fault,High,4,5,2,2025-06-01,2025-06-10,21,226,4,Corrective,Yes,No,Open
TDMS000261,AST010722,OHE,C00051,21.0,Overhead Equipment,OHE wear,Low,2,2,1,2025-06-18,2025-07-28,0,209,3,Preventive,Yes,Yes,In Progress
TDMS000262,AST009046,Transformer,C00083,5.9,Traction Transformer,Transformer inspection,Medium,2,2,1,2025-06-16,2025-07-03,0,213,2,Inspection,Yes,Yes,Completed
TDMS000263,AST009196,Section Insulator,C00030,100.0,Section Insulator,Section insulator wear,High,2,4,3,2025-06-02,2025-06-15,16,50,2,Corrective,Yes,Yes,In Progress
TDMS000264,AST010336,Mast,C00027,79.6,OHE Mast,Mast defect,Critical,3,5,4,2025-06-17,2025-06-20,11,170,4,Corrective,No,No,Scheduled
TDMS000265,AST010085,Transformer,C00005,13.8,Traction Transformer,Transformer inspection,Medium,3,2,3,2025-04-02,2025-04-23,69,184,3,Inspection,Yes,Yes,Open
TDMS000266,AST008979,Feeder,C00021,100.2,Feeder Line,Feeder fault,Medium,3,3,2,2025-03-17,2025-04-03,89,188,4,Preventive,Yes,Yes,Open
TDMS000267,AST011813,Jumper,C00065,5.8,Jumper Wire,Loose jumper,Critical,3,5,3,2025-06-27,2025-07-01,0,73,2,Corrective,Yes,Yes,Completed
TDMS000268,AST010332,Section Insulator,C00019,25.1,Section Insulator,Section insulator wear,Low,3,2,1,2025-03-03,2025-04-04,88,81,3,Preventive,Yes,Yes,Open
TDMS000269,AST010185,Pantograph Interaction Zone,C00038,4.4,Pantograph Interaction Zone,OHE wear,Medium,3,2,2,2025-06-07,2025-07-02,0,153,3,Preventive,Yes,Yes,Completed
TDMS000270,AST010842,Section Insulator,C00054,36.0,Section Insulator,Section insulator wear,Critical,5,4,4,2025-05-21,2025-05-24,38,148,4,Corrective,Yes,Yes,Open
TDMS000271,AST010811,Section Insulator,C00094,0.6,Section Insulator,Section insulator wear,Critical,5,4,3,2025-06-10,2025-06-14,0,155,2,Corrective,Yes,Yes,Completed
TDMS000272,AST009969,Pantograph Interaction Zone,C00088,74.1,Pantograph Interaction Zone,OHE wear,Medium,3,4,3,2025-03-22,2025-04-10,82,254,5,Preventive,No,Yes,In Progress
TDMS000273,AST010564,Jumper,C00081,78.3,Jumper Wire,Loose jumper,High,2,5,3,2025-06-27,2025-07-06,0,124,3,Corrective,Yes,Yes,Open
TDMS000274,AST010079,Section Insulator,C00004,18.2,Section Insulator,Section insulator wear,Medium,4,2,1,2025-06-16,2025-07-09,0,87,4,Preventive,Yes,Yes,Scheduled
TDMS000275,AST009112,Catenary,C00060,29.2,Catenary Wire,Catenary sag,High,3,5,3,2025-06-22,2025-07-02,0,285,5,Corrective,Yes,Yes,In Progress
TDMS000276,AST009844,Mast,C00013,2.9,OHE Mast,Mast defect,High,2,4,3,2025-06-22,2025-07-04,0,93,4,Corrective,No,Yes,In Progress
TDMS000277,AST010879,OHE,C00081,36.1,Overhead Equipment,Preventive OHE maintenance,High,4,4,3,2025-05-22,2025-06-02,29,132,2,Preventive,Yes,Yes,Open
TDMS000278,AST011544,Pantograph Interaction Zone,C00055,57.6,Pantograph Interaction Zone,OHE wear,Medium,2,3,1,2025-06-27,2025-07-20,0,137,4,Preventive,No,Yes,Open
TDMS000279,AST011360,Jumper,C00055,3.0,Jumper Wire,Loose jumper,Critical,4,4,3,2025-06-23,2025-06-26,0,91,3,Corrective,Yes,Yes,Completed
TDMS000280,AST008886,Feeder,C00057,95.1,Feeder Line,Feeder fault,Medium,2,3,2,2025-06-26,2025-07-13,0,153,3,Preventive,Yes,Yes,Deferred
TDMS000281,AST011591,Feeder,C00024,67.5,Feeder Line,Feeder fault,Low,1,3,1,2025-05-29,2025-07-08,0,100,2,Preventive,Yes,Yes,Deferred
TDMS000282,AST009475,Jumper,C00022,91.8,Jumper Wire,Loose jumper,Medium,3,3,2,2025-06-21,2025-07-13,0,78,2,Preventive,Yes,Yes,Open
TDMS000283,AST011310,Section Insulator,C00100,2.7,Section Insulator,Section insulator wear,Medium,2,3,3,2025-06-28,2025-07-23,0,92,3,Preventive,Yes,Yes,Scheduled
TDMS000284,AST009891,Catenary,C00062,35.4,Catenary Wire,Catenary sag,Low,3,1,3,2025-06-03,2025-07-18,0,235,3,Preventive,Yes,Yes,Open
TDMS000285,AST009162,Feeder,C00006,10.9,Feeder Line,Feeder fault,Medium,3,3,2,2025-06-19,2025-07-08,0,114,4,Preventive,Yes,Yes,Open
TDMS000286,AST009487,OHE,C00097,10.3,Overhead Equipment,Preventive OHE maintenance,Low,2,2,2,2025-05-23,2025-07-06,0,109,3,Preventive,Yes,Yes,In Progress
TDMS000287,AST010050,Catenary,C00050,10.8,Catenary Wire,Catenary sag,Low,4,2,2,2025-03-15,2025-04-19,73,195,3,Preventive,Yes,Yes,Open
TDMS000288,AST009780,Jumper,C00036,17.4,Jumper Wire,Loose jumper,Medium,3,1,2,2025-05-26,2025-06-19,0,76,2,Preventive,Yes,Yes,Completed
TDMS000289,AST009577,Feeder,C00031,45.5,Feeder Line,Feeder fault,High,2,4,4,2025-04-13,2025-04-22,70,145,3,Corrective,Yes,Yes,Scheduled
TDMS000290,AST009076,Mast,C00067,99.3,OHE Mast,Mast defect,High,3,4,2,2025-05-05,2025-05-18,44,75,4,Corrective,No,No,Open
TDMS000291,AST009233,Transformer,C00054,7.2,Traction Transformer,Transformer inspection,High,2,4,2,2025-05-25,2025-05-31,0,226,2,Inspection,Yes,Yes,Completed
TDMS000292,AST011165,Pantograph Interaction Zone,C00086,229.6,Pantograph Interaction Zone,OHE wear,Medium,4,3,1,2025-06-09,2025-06-24,7,170,3,Preventive,Yes,Yes,In Progress
TDMS000293,AST011574,Mast,C00093,5.1,OHE Mast,Mast defect,Low,3,2,2,2025-06-25,2025-08-08,0,135,2,Preventive,No,Yes,Scheduled
TDMS000294,AST009172,Section Insulator,C00015,31.3,Section Insulator,Section insulator wear,Medium,2,2,2,2025-06-20,2025-07-09,0,62,3,Preventive,Yes,Yes,Open
TDMS000295,AST011437,Mast,C00033,70.9,OHE Mast,Mast defect,Medium,3,2,2,2025-06-29,2025-07-24,0,169,3,Preventive,No,Yes,Completed
TDMS000296,AST010756,Pantograph Interaction Zone,C00041,20.2,Pantograph Interaction Zone,OHE wear,High,2,5,3,2025-06-18,2025-06-28,3,171,3,Corrective,Yes,Yes,Scheduled
TDMS000297,AST009871,Catenary,C00025,304.2,Catenary Wire,Catenary sag,Medium,4,3,2,2025-06-28,2025-07-17,0,218,4,Preventive,Yes,Yes,Open
TDMS000298,AST009290,Pantograph Interaction Zone,C00042,42.3,Pantograph Interaction Zone,OHE wear,Low,4,2,1,2025-05-01,2025-06-20,11,110,1,Preventive,Yes,Yes,Open
TDMS000299,AST011473,Insulator,C00060,42.6,Insulator,Insulator defect,Critical,3,5,4,2025-06-06,2025-06-09,22,119,2,Corrective,Yes,Yes,Scheduled
TDMS000300,AST010559,Catenary,C00080,54.7,Catenary Wire,Catenary sag,Low,2,3,1,2025-05-27,2025-07-17,0,219,3,Preventive,Yes,Yes,Open
TDMS000301,AST011306,Jumper,C00073,96.0,Jumper Wire,Loose jumper,Critical,4,4,4,2025-04-13,2025-04-16,0,111,2,Corrective,Yes,Yes,Completed
TDMS000302,AST009115,OHE,C00072,52.1,Overhead Equipment,Preventive OHE maintenance,Critical,4,5,4,2025-06-07,2025-06-09,22,170,4,Preventive,Yes,Yes,Scheduled
TDMS000303,AST010237,Mast,C00070,3.9,OHE Mast,Mast defect,High,4,5,4,2025-06-15,2025-06-23,8,96,2,Corrective,No,No,Open
TDMS000304,AST010311,Catenary,C00022,80.8,Catenary Wire,Catenary sag,Medium,4,2,2,2025-06-23,2025-07-12,0,126,4,Preventive,Yes,No,Open
TDMS000305,AST010776,Section Insulator,C00095,30.6,Section Insulator,Section insulator wear,Medium,1,2,2,2025-06-06,2025-06-28,0,31,3,Preventive,Yes,Yes,Completed
TDMS000306,AST011013,Transformer,C00060,26.6,Traction Transformer,Transformer inspection,High,2,4,3,2025-03-12,2025-03-21,0,220,1,Inspection,Yes,Yes,Completed
TDMS000307,AST010474,Transformer,C00096,102.2,Traction Transformer,Transformer inspection,Critical,2,4,5,2025-06-26,2025-06-27,4,346,4,Inspection,No,Yes,Deferred
TDMS000308,AST010931,Catenary,C00048,65.2,Catenary Wire,Catenary sag,Medium,2,2,2,2025-06-28,2025-07-17,0,178,4,Preventive,Yes,Yes,Completed
TDMS000309,AST010772,Mast,C00070,13.7,OHE Mast,Mast defect,High,4,4,2,2025-06-18,2025-06-27,4,134,4,Corrective,Yes,Yes,Open
TDMS000310,AST009613,Section Insulator,C00012,21.9,Section Insulator,Section insulator wear,Medium,2,4,2,2025-03-04,2025-03-28,95,127,3,Preventive,Yes,Yes,Open
