task_id,department,asset_id,asset_type,corridor_id,location_km,defect_or_task,severity,criticality_1_5,safety_risk_1_5,operational_impact_1_5,overdue_days,estimated_duration_min,required_team_size,possession_required,maintenance_type,status,urgency_score,risk_score,asset_downtime_risk,maintenance_priority_score
TMS000176,Engineering,AST004710,Track,C00053,123.5,Weld defect,High,3,3,2,7,174,3,Yes,Corrective,Open,35.5,60.8,36,42.8
TMS000177,Engineering,AST004621,Weld,C00026,316.4,Sleeper damage,High,4,3,3,29,112,3,Yes,Corrective,Open,68.5,60.8,60,58.6
TMS000178,Engineering,AST002061,Switch,C00057,54.0,Rail crack,Critical,4,4,5,109,215,5,Yes,Corrective,In Progress,100.0,86.0,42,80.6
TMS000179,Engineering,AST001550,Turnout,C00071,5.1,Weld defect,Critical,5,5,3,16,79,3,Yes,Corrective,Scheduled,64.0,100.0,36,65.3
TMS000180,Engineering,AST003378,Switch,C00051,12.4,Alignment defect,Low,3,1,2,0,142,4,Yes,Preventive,Scheduled,5.0,17.8,38,22.9
TMS000181,Engineering,AST000772,Sleeper,C00011,110.4,Rail wear,Medium,3,2,2,0,171,4,Yes,Preventive,Completed,12.0,37.0,68,38.2
TMS000182,Engineering,AST000467,Switch,C00030,122.9,Preventive maintenance,Medium,3,2,1,0,73,3,Yes,Preventive,In Progress,12.0,37.0,42,28.8
TMS000183,Engineering,AST001398,Track,C00004,115.9,Track geometry defect,Low,5,1,2,0,219,5,Yes,Preventive,Completed,5.0,17.8,54,26.7
TMS000184,Engineering,AST005205,Crossing,C00039,21.0,Gauge defect,Low,3,2,1,0,115,4,Yes,Preventive,Completed,5.0,31.8,50,28.3
TMS000185,Engineering,AST002877,Weld,C00024,74.3,Rail crack,Low,1,1,1,0,105,2,Yes,Preventive,Completed,5.0,17.8,38,19.9
TMS000186,Engineering,AST001117,Switch,C00046,27.5,Alignment defect,Medium,3,2,3,16,250,3,Yes,Preventive,Scheduled,36.0,37.0,66,45.5
TMS000187,Engineering,AST000445,Track,C00028,98.2,Alignment defect,Low,1,2,2,0,144,5,Yes,Preventive,Completed,5.0,31.8,24,24.9
TMS000188,Engineering,AST002916,Track,C00092,47.3,Preventive maintenance,Low,3,2,1,0,73,4,Yes,Preventive,Open,5.0,31.8,62,31.9
TMS000189,Engineering,AST004726,Bridge,C00023,23.1,Sleeper damage,Medium,3,3,1,36,73,2,Yes,Preventive,Open,66.0,51.0,54,49.8
TMS000190,Engineering,AST004855,Turnout,C00084,63.0,Weld defect,Medium,3,2,2,0,200,5,Yes,Preventive,Open,12.0,37.0,50,33.4
TMS000191,Engineering,AST000624,Bridge,C00050,29.3,Scheduled inspection,Low,2,3,1,52,79,2,Yes,Inspection,Scheduled,83.0,45.8,28,46.0
TMS000192,Engineering,AST003593,Sleeper,C00015,66.7,Rail crack,Low,2,1,1,11,132,2,Yes,Preventive,Open,21.5,17.8,56,27.8
TMS000193,Engineering,AST000974,Rail,C00098,1.5,Track geometry defect,Medium,3,3,2,0,222,3,Yes,Preventive,Open,12.0,51.0,62,42.4
TMS000194,Engineering,AST003855,Weld,C00045,96.4,Scheduled inspection,Critical,2,5,4,124,126,4,Yes,Inspection,Scheduled,100.0,100.0,28,80.8
TMS000195,Engineering,AST001568,Rail,C00041,30.5,Rail crack,Medium,4,2,2,0,208,5,Yes,Preventive,In Progress,12.0,37.0,54,34.8
TMS000196,Engineering,AST003153,Turnout,C00063,34.7,Rail crack,High,3,4,1,0,193,3,Yes,Corrective,Completed,25.0,74.8,38,43.3
TMS000197,Engineering,AST000140,Switch,C00081,34.7,Alignment defect,Medium,3,2,2,27,190,3,Yes,Preventive,In Progress,52.5,37.0,40,39.8
TMS000198,Engineering,AST003020,Turnout,C00006,14.4,Turnout wear,Low,3,2,2,20,277,3,Yes,Preventive,Scheduled,35.0,31.8,56,39.8
TMS000199,Engineering,AST002669,Rail,C00047,54.1,Ballast deficiency,Medium,2,2,3,0,181,4,Yes,Preventive,Open,12.0,37.0,48,35.4
TMS000200,Engineering,AST004518,Switch,C00092,2.2,Weld defect,High,3,4,2,15,101,1,Yes,Corrective,Open,47.5,74.8,42,52.7
TMS000201,Engineering,AST002047,Rail,C00050,33.3,Weld defect,Low,1,2,2,0,175,5,Yes,Preventive,Open,5.0,31.8,46,30.5
TMS000202,Engineering,AST001766,Turnout,C00094,156.1,Turnout wear,Low,2,2,2,11,213,3,Yes,Preventive,Open,21.5,31.8,36,31.6
TMS000203,Engineering,AST001551,Bridge,C00014,19.5,Gauge defect,Low,3,3,1,83,132,4,Yes,Preventive,In Progress,100.0,45.8,62,57.3
TMS000204,Engineering,AST000772,Sleeper,C00011,110.4,Alignment defect,Low,4,1,2,75,153,2,Yes,Preventive,Open,100.0,17.8,68,50.1
TMS000205,Engineering,AST001760,Weld,C00062,24.3,Rail crack,Medium,2,2,4,35,227,4,Yes,Preventive,Open,64.5,37.0,56,52.9
TMS000206,Engineering,AST003727,Rail,C00036,48.7,Rail wear,Medium,3,2,3,18,137,6,Yes,Preventive,Open,39.0,37.0,46,41.6
TMS000207,Engineering,AST004720,Ballast,C00022,11.3,Alignment defect,Low,1,1,1,0,178,4,Yes,Preventive,Open,5.0,17.8,48,21.9
TMS000208,Engineering,AST001300,Ballast,C00073,65.8,Scheduled inspection,Low,3,1,1,0,56,1,No,Inspection,Completed,5.0,17.8,48,21.9
TMS000209,Engineering,AST003874,Weld,C00095,58.4,Sleeper damage,Low,2,1,3,0,178,4,Yes,Preventive,Open,5.0,17.8,44,26.5
TMS000210,Engineering,AST000269,Weld,C00003,65.3,Rail wear,Medium,2,2,2,53,135,1,Yes,Preventive,Open,91.5,37.0,64,55.1
TMS000211,Engineering,AST001490,Turnout,C00029,5.1,Track geometry defect,High,2,4,3,27,228,2,Yes,Corrective,Open,65.5,74.8,48,60.9
TMS000212,Engineering,AST000446,Weld,C00061,68.3,Weld defect,High,3,3,2,87,123,4,Yes,Corrective,In Progress,100.0,60.8,36,59.9
TMS000213,Engineering,AST002530,Sleeper,C00049,79.7,Corrective maintenance,Medium,3,1,1,0,275,3,Yes,Corrective,Completed,12.0,23.0,38,22.0
TMS000214,Engineering,AST005119,Rail,C00014,90.0,Preventive maintenance,Low,2,1,2,0,43,2,Yes,Preventive,Completed,5.0,17.8,48,24.9
TMS000215,Engineering,AST002578,Ballast,C00061,20.9,Turnout wear,Medium,3,3,1,0,220,3,Yes,Preventive,Open,12.0,51.0,42,34.8
TMS000216,Engineering,AST003125,Crossing,C00023,2.9,Drainage issue,Low,4,3,2,0,128,3,Yes,Preventive,Open,5.0,45.8,80,44.5
TMS000217,Engineering,AST004853,Rail,C00007,187.3,Track geometry defect,Medium,2,2,2,0,239,4,Yes,Preventive,Open,12.0,37.0,46,32.6
TMS000218,Engineering,AST001316,Track,C00056,15.6,Drainage issue,High,2,4,4,0,84,3,Yes,Corrective,Completed,25.0,74.8,40,52.7
TMS000219,Engineering,AST004615,Ballast,C00039,10.6,Scheduled inspection,Low,1,2,1,0,48,3,Yes,Inspection,Scheduled,5.0,31.8,42,26.7
TMS000220,Engineering,AST000155,Crossing,C00048,45.7,Sleeper damage,Low,4,1,2,0,160,3,Yes,Preventive,Open,5.0,17.8,38,22.9
TMS000221,Engineering,AST003054,Turnout,C00054,9.9,Drainage issue,Critical,3,4,4,43,196,4,Yes,Corrective,Open,100.0,86.0,38,71.1
TMS000222,Engineering,AST003911,Sleeper,C00040,40.6,Rail wear,Medium,3,3,2,26,187,4,Yes,Preventive,Scheduled,51.0,51.0,46,47.3
TMS000223,Engineering,AST005017,Track,C00022,146.3,Rail wear,Medium,2,2,2,0,103,4,Yes,Preventive,Completed,12.0,37.0,52,33.8
TMS000224,Engineering,AST001854,Bridge,C00016,26.6,Alignment defect,Low,5,3,2,0,160,4,No,Preventive,Open,5.0,45.8,54,38.7
TMS000225,Engineering,AST005244,Sleeper,C00059,239.6,Drainage issue,Critical,3,4,4,47,40,4,Yes,Corrective,Scheduled,100.0,86.0,24,69.7
TMS000226,Engineering,AST004947,Track,C00059,182.5,Rail crack,Medium,2,2,2,0,149,2,Yes,Preventive,Completed,12.0,37.0,44,31.6
TMS000227,Engineering,AST003864,Switch,C00039,18.1,Track geometry defect,Medium,2,4,2,27,127,4,Yes,Preventive,Scheduled,52.5,65.0,44,53.2
TMS000228,Engineering,AST004448,Track,C00095,38.5,Drainage issue,High,3,4,2,0,132,3,Yes,Corrective,Completed,25.0,74.8,52,50.3
TMS000229,Engineering,AST001445,Turnout,C00066,12.7,Rail crack,Low,2,1,2,37,266,2,Yes,Preventive,Deferred,60.5,17.8,36,34.8
TMS000230,Engineering,AST003964,Bridge,C00011,142.2,Sleeper damage,Critical,4,4,3,36,113,4,No,Corrective,In Progress,94.0,86.0,60,71.4
TMS000231,Engineering,AST005154,Bridge,C00079,45.1,Track geometry defect,Medium,3,3,1,0,214,4,Yes,Preventive,Completed,12.0,51.0,42,34.8
TMS000232,Engineering,AST004621,Weld,C00026,316.4,Weld defect,Medium,3,2,1,0,181,2,Yes,Preventive,Completed,12.0,37.0,60,33.0
TMS000233,Engineering,AST002053,Ballast,C00024,4.2,Rail wear,Medium,3,3,1,43,213,2,Yes,Preventive,Scheduled,76.5,51.0,40,48.1
TMS000234,Engineering,AST000536,Sleeper,C00055,100.2,Gauge defect,Low,4,2,1,0,136,1,Yes,Preventive,Open,5.0,31.8,52,29.3
TMS000235,Engineering,AST003191,Turnout,C00016,23.7,Preventive maintenance,Low,2,1,1,33,52,3,Yes,Preventive,Open,54.5,17.8,48,32.9
TMS000236,Engineering,AST001675,Turnout,C00019,131.8,Alignment defect,High,4,3,3,31,201,3,Yes,Corrective,In Progress,71.5,60.8,66,61.0
TMS000237,Engineering,AST004898,Sleeper,C00019,44.8,Drainage issue,High,4,3,3,0,69,3,No,Corrective,Completed,25.0,60.8,60,48.9
TMS000238,Engineering,AST002140,Crossing,C00068,120.5,Sleeper damage,Low,2,1,2,0,76,2,Yes,Preventive,Scheduled,5.0,17.8,38,22.9
TMS000239,Engineering,AST001886,Track,C00017,2.1,Rail crack,Medium,2,3,2,2,233,4,Yes,Preventive,Open,15.0,51.0,60,42.7
TMS000240,Engineering,AST003020,Turnout,C00006,14.4,Ballast deficiency,Critical,4,5,3,42,169,6,Yes,Corrective,Open,100.0,100.0,56,78.6
TMS000241,Engineering,AST003104,Bridge,C00086,190.0,Gauge defect,Medium,3,3,2,0,167,3,Yes,Preventive,Completed,12.0,51.0,30,34.8
TMS000242,Engineering,AST001537,Bridge,C00040,13.0,Ballast deficiency,Low,2,2,2,56,104,3,Yes,Preventive,Open,89.0,31.8,50,50.0
TMS000243,Engineering,AST002380,Switch,C00004,134.0,Corrective maintenance,Low,3,2,2,5,196,4,Yes,Corrective,Open,12.5,31.8,56,34.8
TMS000244,Engineering,AST001947,Switch,C00034,18.9,Corrective maintenance,Low,2,1,2,0,241,3,Yes,Corrective,Open,5.0,17.8,34,21.5
TMS000245,Engineering,AST000951,Turnout,C00003,27.3,Drainage issue,Low,3,3,2,14,73,3,Yes,Preventive,Deferred,26.0,45.8,40,40.0
TMS000246,Engineering,AST002261,Sleeper,C00022,96.3,Sleeper damage,Low,2,1,1,0,120,4,No,Preventive,Open,5.0,17.8,42,20.7
TMS000247,Engineering,AST003796,Crossing,C00013,47.5,Gauge defect,Low,2,2,2,0,100,3,No,Preventive,Open,5.0,31.8,42,29.1
TMS000248,Engineering,AST003084,Weld,C00012,30.5,Track geometry defect,Medium,2,3,2,0,259,4,Yes,Preventive,Open,12.0,51.0,50,39.4
TMS000249,Engineering,AST002461,Bridge,C00009,90.0,Gauge defect,High,2,3,1,0,197,6,Yes,Corrective,Completed,25.0,60.8,46,39.5
TMS000250,Engineering,AST000688,Switch,C00049,9.3,Ballast deficiency,High,4,3,2,40,95,3,Yes,Corrective,Scheduled,85.0,60.8,50,56.6
TMS000251,Engineering,AST004267,Rail,C00043,3.2,Preventive maintenance,Medium,4,3,2,0,51,4,Yes,Preventive,Completed,12.0,51.0,58,41.6
TMS000252,Engineering,AST003575,Track,C00074,8.1,Preventive maintenance,Low,1,2,1,0,49,2,Yes,Preventive,Scheduled,5.0,31.8,40,25.7
TMS000253,Engineering,AST000655,Switch,C00095,62.8,Corrective maintenance,Medium,5,3,3,88,265,6,Yes,Corrective,Scheduled,100.0,51.0,60,65.0
TMS000254,Engineering,AST002118,Sleeper,C00032,0.6,Rail crack,Medium,3,2,2,81,180,3,Yes,Preventive,Open,100.0,37.0,68,58.2
TMS000255,Engineering,AST003583,Switch,C00030,14.4,Gauge defect,High,5,4,3,0,95,4,Yes,Corrective,Open,25.0,74.8,82,59.9
TMS000256,Engineering,AST004932,Ballast,C00073,11.7,Corrective maintenance,Medium,3,3,2,104,257,4,Yes,Corrective,In Progress,100.0,51.0,32,55.2
TMS000257,Engineering,AST005137,Turnout,C00007,55.5,Preventive maintenance,Medium,3,3,2,0,83,3,Yes,Preventive,Open,12.0,51.0,32,35.2
TMS000258,Engineering,AST004386,Switch,C00077,66.7,Sleeper damage,Low,2,2,3,25,121,2,No,Preventive,Scheduled,42.5,31.8,44,41.4
TMS000259,Engineering,AST002306,Turnout,C00078,137.3,Corrective maintenance,Low,3,2,2,51,291,4,Yes,Corrective,In Progress,81.5,31.8,70,52.9
TMS000260,Engineering,AST001189,Switch,C00046,6.6,Ballast deficiency,Low,4,1,1,0,136,3,Yes,Preventive,Scheduled,5.0,17.8,50,22.9
TMS000261,Engineering,AST001020,Turnout,C00051,28.9,Drainage issue,Critical,4,3,3,0,77,4,Yes,Corrective,Completed,40.0,72.0,42,49.2
TMS000262,Engineering,AST003585,Bridge,C00089,19.6,Corrective maintenance,Medium,3,1,1,41,216,3,Yes,Corrective,Open,73.5,23.0,36,34.7
TMS000263,Engineering,AST002819,Sleeper,C00068,149.1,Turnout wear,High,3,3,4,51,282,4,Yes,Corrective,Scheduled,100.0,60.8,32,62.1
TMS000264,Engineering,AST001520,Ballast,C00023,26.1,Track geometry defect,Low,2,2,2,61,184,3,Yes,Preventive,Open,96.5,31.8,42,49.7
TMS000265,Engineering,AST000014,Track,C00094,40.1,Ballast deficiency,High,4,4,3,82,213,6,Yes,Corrective,Deferred,100.0,74.8,46,71.5
TMS000266,Engineering,AST003236,Turnout,C00004,127.0,Alignment defect,High,3,3,1,0,134,3,Yes,Corrective,Completed,25.0,60.8,34,36.5
TMS000267,Engineering,AST004127,Weld,C00068,140.7,Weld defect,Low,2,2,1,32,113,3,No,Preventive,Deferred,53.0,31.8,50,39.6
TMS000268,Engineering,AST002904,Sleeper,C00063,38.0,Scheduled inspection,Low,2,1,1,0,72,3,Yes,Inspection,Open,5.0,17.8,42,20.7
TMS000269,Engineering,AST004729,Bridge,C00086,169.0,Ballast deficiency,Medium,2,2,2,0,167,2,Yes,Preventive,Open,12.0,37.0,28,27.8
TMS000270,Engineering,AST002796,Weld,C00031,27.6,Rail wear,Low,2,1,1,22,125,2,Yes,Preventive,Open,38.0,17.8,32,25.4
TMS000271,Engineering,AST000944,Rail,C00063,70.7,Weld defect,Medium,3,3,2,34,139,2,Yes,Preventive,Open,63.0,51.0,30,46.1
TMS000272,Engineering,AST004763,Crossing,C00007,45.8,Ballast deficiency,Low,2,2,1,0,151,3,Yes,Preventive,Open,5.0,31.8,60,30.9
TMS000273,Engineering,AST004477,Crossing,C00052,127.2,Drainage issue,High,3,3,2,122,69,2,Yes,Corrective,Open,100.0,60.8,42,61.7
TMS000274,Engineering,AST002443,Track,C00037,47.5,Sleeper damage,High,2,4,4,33,183,4,Yes,Corrective,Scheduled,74.5,74.8,46,65.5
TMS000275,Engineering,AST001732,Weld,C00049,8.3,Preventive maintenance,Medium,3,2,1,0,34,2,Yes,Preventive,Deferred,12.0,37.0,62,33.4
TMS000276,Engineering,AST000115,Sleeper,C00075,4.3,Ballast deficiency,High,2,3,2,16,132,2,Yes,Corrective,Scheduled,49.0,60.8,38,45.6
TMS000277,Engineering,AST003848,Ballast,C00081,13.6,Sleeper damage,Low,2,1,1,0,83,2,Yes,Preventive,Open,5.0,17.8,40,19.7
TMS000278,Engineering,AST003051,Sleeper,C00033,52.0,Alignment defect,Critical,4,5,4,8,154,3,Yes,Corrective,Scheduled,52.0,100.0,46,67.7
TMS000279,Engineering,AST002253,Weld,C00034,33.4,Scheduled inspection,Low,3,2,2,0,47,3,Yes,Inspection,Scheduled,5.0,31.8,28,26.3
TMS000280,Engineering,AST000646,Sleeper,C00051,43.4,Preventive maintenance,Medium,3,3,2,94,91,2,Yes,Preventive,Deferred,100.0,51.0,44,58.2
TMS000281,Engineering,AST002473,Bridge,C00038,149.2,Weld defect,Low,2,2,2,0,83,3,Yes,Preventive,Scheduled,5.0,31.8,48,30.9
TMS000282,Engineering,AST001723,Crossing,C00020,88.0,Scheduled inspection,Medium,2,3,3,0,71,2,No,Inspection,In Progress,12.0,51.0,60,44.4
TMS000283,Engineering,AST001147,Switch,C00010,57.3,Rail crack,Low,2,1,2,59,175,3,Yes,Preventive,Open,93.5,17.8,54,45.8
TMS000284,Engineering,AST000580,Ballast,C00093,32.5,Track geometry defect,Medium,3,3,2,2,218,5,Yes,Preventive,Open,15.0,51.0,42,38.5
TMS000285,Engineering,AST004503,Track,C00095,5.8,Rail crack,High,4,3,3,0,206,4,Yes,Corrective,Completed,25.0,60.8,44,45.1
TMS000286,Engineering,AST003575,Track,C00074,8.1,Weld defect,High,2,4,2,4,149,2,Yes,Corrective,Scheduled,31.0,74.8,40,48.0
TMS000287,Engineering,AST001197,Turnout,C00098,2.7,Alignment defect,Medium,3,2,2,0,211,3,No,Preventive,Deferred,12.0,37.0,40,31.4
TMS000288,Engineering,AST001823,Turnout,C00052,107.3,Turnout wear,Medium,2,3,1,119,266,5,Yes,Preventive,Scheduled,100.0,51.0,32,52.2
TMS000289,Engineering,AST002309,Rail,C00003,15.1,Corrective maintenance,Medium,2,2,1,4,216,4,Yes,Corrective,Scheduled,18.0,37.0,60,34.3
TMS000290,Engineering,AST000227,Bridge,C00067,45.0,Rail wear,Low,2,2,2,0,173,4,Yes,Preventive,Scheduled,5.0,31.8,28,26.3
TMS000291,Engineering,AST002194,Ballast,C00077,35.8,Weld defect,Medium,5,3,2,0,98,4,Yes,Preventive,Completed,12.0,51.0,52,40.4
TMS000292,Engineering,AST002224,Crossing,C00027,119.1,Alignment defect,Low,2,2,1,65,175,3,No,Preventive,Open,100.0,31.8,32,44.1
TMS000293,Engineering,AST001653,Ballast,C00039,21.5,Gauge defect,Medium,2,3,2,123,153,3,Yes,Preventive,Scheduled,100.0,51.0,48,59.0
TMS000294,Engineering,AST003547,Sleeper,C00052,190.8,Turnout wear,Medium,2,2,2,0,243,5,No,Preventive,Open,12.0,37.0,24,27.6
TMS000295,Engineering,AST005025,Ballast,C00015,166.7,Turnout wear,Medium,4,2,3,0,295,5,Yes,Preventive,Open,12.0,37.0,42,34.8
TMS000296,Engineering,AST003906,Turnout,C00053,40.5,Sleeper damage,High,4,5,3,87,126,4,Yes,Corrective,Open,100.0,88.8,50,77.7
TMS000297,Engineering,AST002170,Rail,C00028,43.1,Rail wear,Low,2,2,2,0,163,4,No,Preventive,Open,5.0,31.8,30,26.7
TMS000298,Engineering,AST001347,Bridge,C00066,3.8,Track geometry defect,Low,1,2,1,0,176,2,Yes,Preventive,Completed,5.0,31.8,24,21.9
TMS000299,Engineering,AST001208,Weld,C00054,34.5,Rail crack,Medium,2,1,3,0,219,3,Yes,Preventive,Open,12.0,23.0,36,27.0
TMS000300,Engineering,AST002680,Bridge,C00059,35.4,Corrective maintenance,Medium,3,2,2,0,243,4,No,Corrective,In Progress,12.0,37.0,46,32.6
TMS000301,Engineering,AST003282,Track,C00037,56.9,Corrective maintenance,Medium,4,3,2,42,312,4,Yes,Corrective,Open,75.0,51.0,62,57.0
TMS000302,Engineering,AST001105,Ballast,C00037,68.7,Gauge defect,Low,3,1,1,0,241,5,No,Preventive,Completed,5.0,17.8,80,29.5
TMS000303,Engineering,AST000106,Switch,C00010,58.1,Weld defect,High,4,4,3,133,137,4,Yes,Corrective,Open,100.0,74.8,46,71.5
TMS000304,Engineering,AST003340,Weld,C00037,49.3,Alignment defect,High,3,3,4,0,152,3,Yes,Corrective,Completed,25.0,60.8,64,53.3
TMS000305,Engineering,AST003359,Rail,C00094,166.3,Rail crack,Low,2,4,1,0,191,3,Yes,Preventive,Scheduled,5.0,59.8,24,34.5
TMS000306,Engineering,AST001532,Turnout,C00002,87.1,Sleeper damage,Medium,4,2,2,61,48,3,Yes,Preventive,Scheduled,100.0,37.0,44,52.2
TMS000307,Engineering,AST004144,Track,C00026,218.8,Ballast deficiency,Critical,3,4,3,0,55,1,No,Corrective,Open,40.0,86.0,50,56.8
TMS000308,Engineering,AST002807,Turnout,C00059,24.9,Gauge defect,Low,2,2,1,0,148,2,Yes,Preventive,Scheduled,5.0,31.8,56,29.5
TMS000309,Engineering,AST000397,Switch,C00069,183.4,Turnout wear,High,4,5,3,0,251,3,Yes,Corrective,Scheduled,25.0,88.8,42,56.7
TMS000310,Engineering,AST001765,Crossing,C00063,91.1,Turnout wear,Low,2,2,3,115,298,5,Yes,Preventive,Open,100.0,31.8,46,53.5
TMS000311,Engineering,AST000479,Track,C00027,20.8,Rail crack,Critical,2,4,4,1,131,1,No,Corrective,Open,41.5,86.0,40,57.5
TMS000312,Engineering,AST004945,Switch,C00066,41.7,Scheduled inspection,Critical,4,5,4,0,62,2,Yes,Inspection,Completed,40.0,100.0,32,61.6
TMS000313,Engineering,AST004260,Ballast,C00033,12.9,Preventive maintenance,High,3,4,3,102,84,1,Yes,Preventive,Open,100.0,74.8,54,73.7
TMS000314,Engineering,AST002525,Track,C00058,37.9,Sleeper damage,High,5,4,2,6,84,2,Yes,Corrective,Scheduled,34.0,74.8,74,57.3
TMS000315,Engineering,AST004261,Bridge,C00078,50.1,Rail wear,Low,3,1,2,0,143,3,Yes,Preventive,Completed,5.0,17.8,62,28.3
TMS000316,Engineering,AST004577,Weld,C00027,90.5,Turnout wear,Low,2,1,2,0,216,3,Yes,Preventive,Completed,5.0,17.8,38,22.3
TMS000317,Engineering,AST000158,Track,C00051,7.3,Scheduled inspection,Low,2,2,1,71,79,3,Yes,Inspection,Open,100.0,31.8,28,43.3
TMS000318,Engineering,AST000265,Sleeper,C00052,106.3,Alignment defect,High,4,4,2,114,166,4,Yes,Corrective,Open,100.0,74.8,50,69.9
TMS000319,Engineering,AST004348,Bridge,C00039,0.2,Weld defect,Medium,3,2,2,4,104,5,Yes,Preventive,Open,18.0,37.0,60,37.3
TMS000320,Engineering,AST003575,Track,C00074,8.1,Turnout wear,Medium,2,4,2,0,176,4,Yes,Preventive,Open,12.0,65.0,40,42.8
TMS000321,Engineering,AST000351,Rail,C00088,31.9,Gauge defect,Critical,3,5,4,8,254,6,Yes,Corrective,Scheduled,52.0,100.0,54,69.9
TMS000322,Engineering,AST004967,Weld,C00044,39.7,Sleeper damage,High,4,4,2,110,141,2,No,Corrective,In Progress,100.0,74.8,44,68.1
TMS000323,Engineering,AST001334,Track,C00076,68.6,Track geometry defect,Low,2,2,2,0,231,5,Yes,Preventive,Open,5.0,31.8,44,30.1
TMS000324,Engineering,AST003695,Ballast,C00025,305.3,Turnout wear,Medium,4,1,2,0,189,4,Yes,Preventive,Completed,12.0,23.0,52,28.4
TMS000325,Engineering,AST002478,Rail,C00032,10.6,Scheduled inspection,Medium,4,3,1,103,65,2,Yes,Inspection,Scheduled,100.0,51.0,68,61.2
TMS000326,Engineering,AST002562,Crossing,C00029,35.4,Rail wear,Critical,4,5,2,52,178,4,Yes,Corrective,Deferred,100.0,100.0,54,78.5
TMS000327,Engineering,AST001771,Switch,C00020,61.9,Drainage issue,Medium,4,3,2,116,68,3,Yes,Preventive,Open,100.0,51.0,48,59.6
TMS000328,Engineering,AST001506,Ballast,C00043,15.3,Track geometry defect,Critical,4,4,3,11,265,5,Yes,Corrective,Open,56.5,86.0,56,62.3
TMS000329,Engineering,AST004528,Switch,C00049,53.5,Sleeper damage,High,3,4,2,0,145,3,Yes,Corrective,Completed,25.0,74.8,44,48.1
TMS000330,Engineering,AST003064,Sleeper,C00067,41.6,Rail wear,Low,3,1,1,11,216,4,Yes,Preventive,Scheduled,21.5,17.8,46,25.2
TMS000331,Engineering,AST003237,Crossing,C00081,18.5,Track geometry defect,Medium,3,3,1,0,200,4,Yes,Preventive,Open,12.0,51.0,20,29.2
TMS000332,Engineering,AST001477,Weld,C00065,9.6,Rail crack,Medium,2,3,2,0,235,4,Yes,Preventive,In Progress,12.0,51.0,58,41.6
TMS000333,Engineering,AST003487,Switch,C00029,8.1,Rail crack,Low,3,2,2,101,260,5,Yes,Preventive,Open,100.0,31.8,62,54.3
TMS000334,Engineering,AST004742,Rail,C00090,32.6,Sleeper damage,Low,2,2,2,0,79,1,Yes,Preventive,Open,5.0,31.8,38,28.9
TMS000335,Engineering,AST001731,Ballast,C00004,120.9,Track geometry defect,Medium,3,2,1,27,220,4,Yes,Preventive,In Progress,52.5,37.0,28,34.4
TMS000336,Engineering,AST000853,Turnout,C00053,50.9,Weld defect,Critical,5,4,3,10,105,4,No,Corrective,Open,55.0,86.0,50,60.7
TMS000337,Engineering,AST003890,Bridge,C00034,29.0,Preventive maintenance,Medium,3,2,2,74,95,2,Yes,Preventive,Open,100.0,37.0,44,51.6
TMS000338,Engineering,AST001345,Ballast,C00024,93.9,Corrective maintenance,Low,1,2,1,50,268,5,Yes,Corrective,Open,80.0,31.8,40,43.0
TMS000339,Engineering,AST004686,Ballast,C00080,8.2,Rail wear,Medium,3,3,2,0,142,4,Yes,Preventive,In Progress,12.0,51.0,20,32.2
TMS000340,Engineering,AST003091,Weld,C00065,37.1,Track geometry defect,Medium,3,3,3,0,181,4,Yes,Preventive,Completed,12.0,51.0,56,44.2
TMS000341,Engineering,AST002606,Sleeper,C00018,92.3,Track geometry defect,Medium,3,2,4,0,169,3,Yes,Preventive,Completed,12.0,37.0,48,39.0
TMS000342,Engineering,AST004481,Switch,C00017,3.9,Rail wear,Medium,5,2,2,76,154,3,Yes,Preventive,Open,100.0,37.0,58,55.6
TMS000343,Engineering,AST001409,Track,C00046,13.2,Sleeper damage,Low,3,2,2,0,132,3,Yes,Preventive,Completed,5.0,31.8,74,37.3
TMS000344,Engineering,AST000706,Bridge,C00081,77.5,Scheduled inspection,Low,2,2,1,0,40,2,Yes,Inspection,In Progress,5.0,31.8,46,27.5
TMS000345,Engineering,AST000573,Turnout,C00021,14.4,Weld defect,Medium,3,2,3,0,158,3,Yes,Preventive,Completed,12.0,37.0,50,36.4
TMS000346,Engineering,AST001901,Switch,C00086,244.1,Drainage issue,Medium,3,3,2,0,87,2,Yes,Preventive,Completed,12.0,51.0,44,38.2
TMS000347,Engineering,AST000069,Crossing,C00099,10.2,Corrective maintenance,Low,1,2,3,0,238,6,Yes,Corrective,Completed,5.0,31.8,46,33.5
TMS000348,Engineering,AST003214,Bridge,C00027,83.6,Alignment defect,Low,2,2,1,83,121,2,Yes,Preventive,Scheduled,100.0,31.8,52,49.3
TMS000349,Engineering,AST005089,Rail,C00049,26.3,Rail crack,Medium,4,2,2,72,180,3,Yes,Preventive,Open,100.0,37.0,66,57.8
