asset_id,asset_type,department,corridor_id,location_km,installation_year,asset_age_years,condition_score_1_5,criticality_1_5,last_maintenance_date,next_due_date,failure_history_count,availability_pct,operational_dependency,active_status
AST000240,Turnout,Engineering,C00095,90.7,1995,30,3,4,2025-01-18,2025-10-26,8,93.6,High,Active
AST000241,Weld,Engineering,C00023,21.2,2005,20,3,4,2024-05-24,2024-12-23,7,94.1,High,Active
AST000242,Sleeper,Engineering,C00023,20.2,2001,24,2,4,2025-05-07,2025-11-30,6,93.9,High,Active
AST000243,Track,Engineering,C00005,24.7,2019,6,3,4,2024-11-10,2025-07-09,3,95.9,High,Active
AST000244,Track,Engineering,C00066,30.7,2023,2,5,2,2025-05-26,2026-04-03,3,99.7,Low,Active
AST000245,Ballast,Engineering,C00052,6.7,2018,7,4,2,2024-04-10,2025-01-11,3,97.2,Low,Active
AST000246,Bridge,Engineering,C00055,80.5,2014,11,5,1,2024-09-03,2025-09-17,0,99.0,Low,Active
AST000247,Turnout,Engineering,C00057,125.0,2010,15,4,1,2025-05-11,2026-05-27,3,97.2,Low,Active
AST000248,Turnout,Engineering,C00040,95.0,1985,40,4,2,2025-05-21,2026-02-26,5,94.1,Low,Active
AST000249,Turnout,Engineering,C00096,70.9,2012,13,4,3,2025-02-21,2026-01-27,1,97.4,Medium,Active
AST000250,Ballast,Engineering,C00062,32.9,1989,36,3,4,2025-02-11,2025-10-12,8,93.3,High,Active
AST000251,Bridge,Engineering,C00069,205.7,2023,2,4,3,2025-05-27,2026-05-01,1,98.9,Medium,Active
AST000252,Track,Engineering,C00096,32.7,1979,46,3,3,2024-04-27,2025-02-10,8,90.9,Medium,Active
AST000253,Sleeper,Engineering,C00018,26.9,2017,8,5,3,2025-04-11,2026-02-28,2,98.1,Medium,Active
AST000254,Weld,Engineering,C00039,20.4,2020,5,4,4,2025-01-20,2025-10-19,2,97.2,High,Active
AST000255,Rail,Engineering,C00033,36.6,2004,21,4,4,2024-12-24,2025-10-01,5,95.1,High,Active
AST000256,Sleeper,Engineering,C00088,43.3,2009,16,4,4,2025-02-23,2025-09-23,2,97.2,High,Active
AST000257,Track,Engineering,C00041,7.0,1995,30,4,5,2025-05-24,2025-11-21,6,93.7,High,Active
AST000258,Sleeper,Engineering,C00011,156.8,2018,7,4,4,2025-05-09,2025-11-16,0,98.0,High,Active
AST000259,Crossing,Engineering,C00080,57.1,1988,37,2,3,2024-06-30,2025-05-14,11,91.6,Medium,Active
AST000260,Ballast,Engineering,C00061,8.4,2019,6,5,2,2025-05-30,2026-04-02,1,99.1,Low,Active
AST000261,Switch,Engineering,C00069,284.6,2013,12,4,4,2025-02-11,2025-09-30,5,97.7,High,Active
AST000262,Crossing,Engineering,C00001,114.1,1981,44,4,4,2025-05-08,2025-11-22,7,93.1,High,Active
AST000263,Switch,Engineering,C00064,85.5,2024,1,4,2,2025-02-22,2025-12-20,2,97.6,Low,Active
AST000264,Track,Engineering,C00034,8.3,2012,13,4,4,2024-05-30,2024-12-02,3,96.3,High,Active
AST000265,Sleeper,Engineering,C00052,106.3,2018,7,5,4,2025-03-27,2025-11-08,1,97.9,High,Active
AST000266,Ballast,Engineering,C00006,19.2,2004,21,4,5,2024-10-26,2025-02-16,3,95.7,High,Active
AST000267,Ballast,Engineering,C00077,57.1,2011,14,5,3,2025-02-14,2025-12-05,3,98.7,Medium,Active
AST000268,Track,Engineering,C00070,29.9,2018,7,4,3,2024-05-01,2024-12-18,2,96.9,Medium,Active
AST000269,Weld,Engineering,C00003,65.3,2015,10,5,5,2025-05-23,2025-12-26,2,98.6,High,Active
AST000270,Ballast,Engineering,C00008,110.2,1998,27,3,3,2024-09-07,2025-09-03,7,93.7,Medium,Decommissioned
AST000271,Switch,Engineering,C00036,31.0,2018,7,4,2,2024-12-08,2025-11-27,2,96.9,Low,Active
AST000272,Switch,Engineering,C00001,154.0,2021,4,5,4,2024-11-12,2025-07-05,2,98.6,High,Active
AST000273,Crossing,Engineering,C00057,30.1,2020,5,5,1,2025-05-18,2026-06-17,2,98.4,Low,Active
AST000274,Switch,Engineering,C00092,75.9,2013,12,4,3,2025-05-22,2026-01-30,5,96.6,Medium,Active
AST000275,Sleeper,Engineering,C00019,58.7,2006,19,4,4,2024-12-10,2025-06-08,5,96.0,High,Active
AST000276,Turnout,Engineering,C00050,2.6,1992,33,3,1,2024-12-08,2025-12-28,7,93.3,Low,Active
AST000277,Rail,Engineering,C00062,24.2,2021,4,4,3,2024-11-21,2025-12-05,0,97.2,Medium,Active
AST000278,Crossing,Engineering,C00055,6.1,1978,47,2,4,2024-09-24,2025-05-08,7,89.4,High,Active
AST000279,Turnout,Engineering,C00013,45.3,1995,30,4,1,2025-05-31,2026-05-31,4,94.0,Low,Active
AST000280,Rail,Engineering,C00019,5.3,2011,14,5,4,2025-05-30,2025-12-02,3,98.5,High,Active
AST000281,Track,Engineering,C00091,165.5,1986,39,3,4,2024-10-17,2025-06-30,8,91.4,High,Active
AST000282,Bridge,Engineering,C00046,16.9,2022,3,5,4,2025-02-24,2025-08-30,1,98.5,High,Active
AST000283,Track,Engineering,C00100,0.9,1988,37,4,3,2024-07-11,2025-04-02,8,93.3,Medium,Active
AST000284,Turnout,Engineering,C00017,3.0,2021,4,4,3,2025-05-21,2026-02-26,3,97.0,Medium,Active
AST000285,Switch,Engineering,C00027,47.4,1981,44,3,3,2025-04-29,2026-01-29,9,91.8,Medium,Active
AST000286,Weld,Engineering,C00008,19.4,2010,15,4,1,2025-03-17,2026-04-15,3,96.9,Low,Active
AST000287,Turnout,Engineering,C00014,30.9,2012,13,4,3,2025-01-28,2025-11-30,1,96.0,Medium,Active
AST000288,Switch,Engineering,C00032,16.1,2020,5,4,2,2025-05-22,2026-05-01,3,96.9,Low,Active
AST000289,Switch,Engineering,C00009,90.0,2020,5,3,3,2024-03-22,2024-12-09,4,97.3,Medium,Active
AST000290,Sleeper,Engineering,C00005,110.4,2024,1,5,3,2024-06-05,2025-03-03,2,99.3,Medium,Active
AST000291,Rail,Engineering,C00085,240.2,2014,11,5,2,2025-05-02,2026-04-05,2,97.3,Low,Active
AST000292,Weld,Engineering,C00003,6.0,2019,6,5,2,2024-10-12,2025-11-01,0,99.6,Low,Active
AST000293,Crossing,Engineering,C00008,126.1,2023,2,5,3,2025-03-22,2025-10-23,1,99.4,Medium,Active
AST000294,Switch,Engineering,C00099,0.5,2003,22,4,3,2025-05-02,2026-02-11,6,96.4,Medium,Active
AST000295,Switch,Engineering,C00024,57.2,2015,10,5,3,2025-05-25,2025-12-26,0,99.0,Medium,Active
AST000296,Weld,Engineering,C00042,70.5,2016,9,5,2,2024-05-23,2025-05-02,1,98.3,Low,Active
AST000297,Track,Engineering,C00050,6.2,2018,7,5,5,2024-03-02,2024-10-01,4,99.6,High,Active
AST000298,Turnout,Engineering,C00087,157.1,2014,11,5,2,2024-12-16,2025-12-14,1,98.5,Low,Active
AST000299,Ballast,Engineering,C00065,3.2,2001,24,3,2,2025-05-21,2026-03-31,5,94.4,Low,Active
AST000300,Sleeper,Engineering,C00072,14.3,2012,13,4,2,2024-07-05,2025-05-27,5,96.2,Low,Active
AST000301,Ballast,Engineering,C00018,22.0,2003,22,3,3,2025-03-30,2026-02-11,5,95.3,Medium,Active
AST000302,Bridge,Engineering,C00071,7.6,2012,13,4,3,2024-08-24,2025-05-15,1,97.7,Medium,Active
AST000303,Switch,Engineering,C00065,33.6,2018,7,4,2,2024-01-29,2024-12-19,2,97.4,Low,Active
AST000304,Rail,Engineering,C00090,77.0,2013,12,4,4,2024-12-11,2025-08-07,1,96.2,High,Active
AST000305,Ballast,Engineering,C00030,71.7,2022,3,5,1,2024-10-24,2025-09-01,0,99.4,Low,Active
AST000306,Weld,Engineering,C00017,0.7,2008,17,5,2,2025-05-21,2026-02-28,3,97.5,Low,Active
AST000307,Bridge,Engineering,C00046,24.6,1995,30,4,4,2024-01-17,2024-09-04,7,95.2,High,Active
AST000308,Switch,Engineering,C00063,106.0,2000,25,3,1,2024-01-31,2025-02-20,7,94.8,Low,Active
AST000309,Weld,Engineering,C00035,23.3,2017,8,4,2,2025-04-15,2025-12-04,5,97.2,Low,Active
AST000310,Track,Engineering,C00012,13.3,2018,7,5,2,2025-01-18,2025-12-13,0,99.4,Low,Active
AST000311,Rail,Engineering,C00053,93.3,2012,13,4,3,2025-05-31,2026-04-04,1,97.1,Medium,Active
AST000312,Rail,Engineering,C00059,29.3,2005,20,4,4,2025-05-20,2026-01-30,3,96.1,High,Active
AST000313,Sleeper,Engineering,C00028,103.5,1994,31,4,1,2025-04-04,2026-04-05,4,95.4,Low,Active
AST000314,Rail,Engineering,C00004,91.0,2015,10,5,3,2025-05-22,2026-02-10,2,99.3,Medium,Active
AST000315,Bridge,Engineering,C00081,28.7,2022,3,5,2,2024-02-24,2025-02-23,2,98.7,Low,Active
AST000316,Switch,Engineering,C00063,140.9,1997,28,2,3,2025-01-31,2025-09-10,9,92.9,Medium,Active
AST000317,Track,Engineering,C00002,102.1,2016,9,4,4,2024-08-02,2025-05-20,1,97.5,High,Active
AST000318,Turnout,Engineering,C00043,3.5,2012,13,5,4,2024-03-26,2025-01-07,4,97.9,High,Active
AST000319,Rail,Engineering,C00087,153.9,1975,50,2,1,2024-12-26,2025-12-30,9,89.3,Low,Active
AST000320,Turnout,Engineering,C00015,91.0,1997,28,3,5,2025-02-12,2025-10-11,5,94.6,High,Active
AST000321,Bridge,Engineering,C00060,40.9,2016,9,5,4,2025-05-16,2026-03-04,2,99.2,High,Active
AST000322,Track,Engineering,C00095,4.6,2021,4,4,1,2025-02-25,2026-02-12,3,96.9,Low,Active
AST000323,Ballast,Engineering,C00053,63.0,2021,4,4,4,2025-06-02,2026-02-02,3,97.8,High,Active
AST000324,Bridge,Engineering,C00022,68.6,1997,28,1,2,2024-02-28,2025-02-04,7,92.1,Low,Active
AST000325,Rail,Engineering,C00057,120.4,2022,3,4,2,2024-11-11,2025-11-12,3,97.8,Low,Active
AST000326,Crossing,Engineering,C00069,156.7,2019,6,4,3,2025-04-17,2026-02-18,3,97.3,Medium,Active
AST000327,Crossing,Engineering,C00074,13.2,1983,42,3,3,2025-01-22,2025-11-07,9,92.1,Medium,Active
AST000328,Weld,Engineering,C00019,93.5,2002,23,4,5,2024-06-29,2024-12-14,5,95.5,High,Decommissioned
AST000329,Track,Engineering,C00082,23.7,2007,18,3,4,2025-05-30,2025-10-24,2,95.1,High,Active
AST000330,Rail,Engineering,C00030,37.9,2007,18,4,2,2025-05-16,2026-04-03,6,96.7,Low,Active
AST000331,Crossing,Engineering,C00010,74.3,2014,11,4,4,2024-09-19,2025-06-07,3,97.6,High,Active
AST000332,Sleeper,Engineering,C00033,7.5,2012,13,5,4,2024-10-17,2025-07-19,2,97.0,High,Active
AST000333,Track,Engineering,C00092,9.5,2023,2,5,5,2024-05-03,2024-12-27,0,98.8,High,Active
AST000334,Crossing,Engineering,C00057,21.4,2016,9,4,1,2025-05-12,2026-04-30,0,97.9,Low,Active
AST000335,Crossing,Engineering,C00076,123.6,1990,35,3,2,2025-05-02,2026-03-01,7,93.8,Low,Active
AST000336,Track,Engineering,C00068,34.7,2022,3,4,3,2025-02-19,2025-11-03,2,97.9,Medium,Active
AST000337,Crossing,Engineering,C00016,70.2,2024,1,5,5,2025-04-06,2025-10-18,0,99.9,High,Active
AST000338,Crossing,Engineering,C00066,0.2,2003,22,3,1,2024-02-04,2024-11-16,7,94.2,Low,Active
AST000339,Ballast,Engineering,C00047,38.7,2004,21,4,3,2025-04-06,2025-11-03,4,95.8,Medium,Active
AST000340,Weld,Engineering,C00042,62.4,2012,13,4,3,2025-04-07,2026-02-01,3,95.7,Medium,Decommissioned
AST000341,Weld,Engineering,C00009,77.0,2018,7,5,3,2025-05-27,2026-03-05,4,99.6,Medium,Active
AST000342,Ballast,Engineering,C00031,23.6,1979,46,3,3,2024-12-04,2025-09-03,9,91.8,Medium,Decommissioned
AST000343,Crossing,Engineering,C00042,38.2,1997,28,2,2,2025-04-12,2026-02-24,8,93.5,Low,Decommissioned
AST000344,Switch,Engineering,C00039,26.8,2020,5,4,3,2025-01-06,2025-08-06,1,97.2,Medium,Active
AST000345,Turnout,Engineering,C00046,18.9,2011,14,4,2,2025-05-23,2026-02-01,7,97.3,Low,Active
AST000346,Crossing,Engineering,C00048,30.3,1977,48,3,3,2025-06-12,2026-03-20,8,90.9,Medium,Active
AST000347,Turnout,Engineering,C00083,14.8,2005,20,5,2,2024-11-03,2025-10-01,2,97.4,Low,Active
AST000348,Weld,Engineering,C00018,45.3,2022,3,4,3,2025-04-14,2026-04-21,2,98.7,Medium,Active
AST000349,Rail,Engineering,C00036,54.3,2016,9,4,4,2024-07-01,2025-02-17,1,96.4,High,Active
AST000350,Crossing,Engineering,C00047,31.6,2009,16,3,4,2025-01-03,2025-08-12,5,95.2,High,Active
AST000351,Rail,Engineering,C00088,31.9,2022,3,5,4,2024-10-08,2025-05-27,3,98.6,High,Active
AST000352,Switch,Engineering,C00075,26.2,2021,4,5,3,2025-06-09,2026-02-22,0,99.7,Medium,Active
AST000353,Track,Engineering,C00083,87.3,2016,9,4,4,2025-02-04,2025-10-31,3,96.7,High,Active
AST000354,Ballast,Engineering,C00017,3.4,2011,14,4,2,2025-05-12,2026-03-06,5,97.3,Low,Active
AST000355,Switch,Engineering,C00016,20.5,2024,1,5,3,2025-05-03,2026-02-02,0,98.9,Medium,Decommissioned
AST000356,Weld,Engineering,C00074,10.2,2024,1,4,1,2024-10-10,2025-10-27,0,99.0,Low,Active
AST000357,Sleeper,Engineering,C00032,21.3,2017,8,4,4,2025-05-07,2025-12-07,3,97.8,High,Active
AST000358,Weld,Engineering,C00078,80.5,2015,10,5,3,2024-11-16,2025-08-05,1,97.4,Medium,Active
AST000359,Crossing,Engineering,C00002,54.7,2022,3,5,3,2025-05-07,2025-12-22,1,99.8,Medium,Decommissioned
AST000360,Turnout,Engineering,C00074,2.9,2014,11,4,2,2025-02-17,2026-01-08,1,97.2,Low,Active
AST000361,Bridge,Engineering,C00055,105.2,2002,23,5,3,2024-12-21,2025-10-19,3,97.0,Medium,Active
AST000362,Sleeper,Engineering,C00079,32.6,2022,3,4,2,2024-11-01,2025-09-27,2,97.8,Low,Active
AST000363,Rail,Engineering,C00058,32.2,1988,37,4,5,2025-04-13,2025-09-22,7,93.2,High,Active
AST000364,Track,Engineering,C00084,1.3,2010,15,4,3,2025-05-16,2026-03-15,2,96.4,Medium,Active
AST000365,Rail,Engineering,C00017,0.7,2010,15,3,2,2025-03-17,2026-02-19,7,95.3,Low,Active
AST000366,Switch,Engineering,C00060,24.3,2009,16,4,3,2024-07-09,2025-03-22,2,97.1,Medium,Active
AST000367,Ballast,Engineering,C00013,118.7,2011,14,4,2,2025-05-31,2026-03-19,3,97.4,Low,Decommissioned
AST000368,Ballast,Engineering,C00023,21.9,2014,11,4,2,2024-03-03,2025-01-01,4,96.7,Low,Active
AST000369,Weld,Engineering,C00016,55.5,2003,22,4,3,2025-04-09,2026-01-23,5,95.5,Medium,Active
AST000370,Bridge,Engineering,C00067,108.9,2019,6,4,3,2024-04-04,2024-12-15,4,98.3,Medium,Active
AST000371,Rail,Engineering,C00044,27.1,2023,2,3,3,2024-10-07,2025-08-09,2,97.5,Medium,Active
AST000372,Turnout,Engineering,C00065,24.3,2020,5,4,2,2025-03-24,2026-01-31,3,97.6,Low,Active
AST000373,Weld,Engineering,C00004,135.0,2011,14,4,4,2024-11-18,2025-08-06,1,97.2,High,Active
AST000374,Bridge,Engineering,C00054,37.1,2024,1,4,1,2024-10-16,2025-10-13,2,97.4,Low,Active
AST000375,Switch,Engineering,C00069,171.0,1991,34,3,2,2024-06-06,2025-06-22,5,93.3,Low,Active
AST000376,Ballast,Engineering,C00100,8.4,2022,3,5,3,2024-07-15,2025-04-23,1,98.2,Medium,Active
AST000377,Switch,Engineering,C00092,3.9,1999,26,5,4,2025-05-09,2025-10-28,3,96.9,High,Active
AST000378,Sleeper,Engineering,C00014,8.7,2020,5,5,4,2025-05-28,2025-12-30,1,98.7,High,Active
AST000379,Bridge,Engineering,C00088,98.2,2008,17,4,3,2025-02-06,2025-10-05,3,95.4,Medium,Active
AST000380,Track,Engineering,C00100,7.1,2019,6,4,2,2025-01-22,2026-01-05,3,98.5,Low,Active
AST000381,Crossing,Engineering,C00007,60.6,2001,24,3,4,2025-06-09,2026-01-15,8,94.9,High,Active
AST000382,Crossing,Engineering,C00073,73.9,1986,39,5,3,2025-02-08,2025-10-17,3,95.5,Medium,Active
AST000383,Bridge,Engineering,C00025,214.5,1988,37,4,1,2025-04-25,2026-04-17,4,94.4,Low,Active
AST000384,Weld,Engineering,C00022,149.4,1997,28,5,3,2024-11-02,2025-08-03,3,96.2,Medium,Active
AST000385,Ballast,Engineering,C00093,37.5,2001,24,4,5,2025-03-25,2025-09-28,4,95.8,High,Active
AST000386,Track,Engineering,C00072,23.0,2010,15,3,2,2024-11-06,2025-09-04,5,95.7,Low,Active
AST000387,Track,Engineering,C00058,31.1,2024,1,4,3,2025-05-17,2025-12-23,1,98.9,Medium,Active
AST000388,Weld,Engineering,C00013,29.8,2022,3,5,2,2024-03-07,2025-02-17,2,99.5,Low,Decommissioned
AST000389,Track,Engineering,C00077,54.8,2007,18,4,3,2024-01-13,2024-10-20,7,96.0,Medium,Active
AST000390,Track,Engineering,C00079,47.7,2018,7,4,3,2025-01-06,2025-09-13,3,96.8,Medium,Active
AST000391,Crossing,Engineering,C00010,5.2,2013,12,4,2,2025-02-22,2025-12-11,2,97.5,Low,Active
AST000392,Sleeper,Engineering,C00013,46.2,1992,33,3,2,2024-07-20,2025-03-28,7,93.6,Low,Active
AST000393,Ballast,Engineering,C00065,22.5,2018,7,4,4,2025-05-01,2025-12-05,4,97.5,High,Active
AST000394,Sleeper,Engineering,C00032,6.1,2024,1,4,4,2025-03-10,2025-10-10,1,98.5,High,Active
AST000395,Bridge,Engineering,C00087,22.0,2007,18,5,2,2024-01-23,2024-11-06,3,97.1,Low,Active
AST000396,Weld,Engineering,C00027,58.9,2022,3,5,5,2024-01-21,2024-08-30,0,99.2,High,Active
AST000397,Switch,Engineering,C00069,183.4,2014,11,5,3,2025-01-21,2025-11-07,3,99.1,Medium,Active
AST000398,Crossing,Engineering,C00069,149.9,2015,10,5,4,2024-02-07,2024-10-25,2,97.6,High,Active
AST000399,Turnout,Engineering,C00079,50.0,2022,3,4,3,2024-12-21,2025-10-04,2,98.0,Medium,Active
AST000400,Bridge,Engineering,C00095,79.5,2012,13,4,2,2024-10-23,2025-08-29,4,96.3,Low,Decommissioned
AST000401,Ballast,Engineering,C00026,223.7,2003,22,5,3,2025-02-13,2025-11-11,4,97.4,Medium,Active
AST000402,Switch,Engineering,C00070,17.0,2014,11,4,4,2024-10-28,2025-06-24,5,97.2,High,Active
AST000403,Ballast,Engineering,C00014,35.7,2002,23,3,1,2024-10-20,2025-09-25,6,94.6,Low,Active
AST000404,Track,Engineering,C00010,20.1,2014,11,4,2,2024-12-04,2025-11-13,5,96.0,Low,Active
AST000405,Turnout,Engineering,C00012,100.8,2019,6,3,3,2024-10-05,2025-08-26,5,95.9,Medium,Active
AST000406,Switch,Engineering,C00074,2.7,1992,33,2,1,2024-12-02,2025-11-02,5,92.1,Low,Active
AST000407,Bridge,Engineering,C00003,60.8,2011,14,4,5,2024-07-20,2025-04-20,5,97.0,High,Active
AST000408,Weld,Engineering,C00020,47.0,2023,2,5,3,2025-04-07,2025-11-29,0,99.4,Medium,Active
AST000409,Weld,Engineering,C00049,0.2,2017,8,5,4,2025-04-25,2026-01-19,2,97.7,High,Active
AST000410,Turnout,Engineering,C00047,11.7,2002,23,5,4,2024-12-21,2025-09-29,4,96.8,High,Active
AST000411,Weld,Engineering,C00077,29.3,2020,5,4,4,2025-02-16,2025-09-11,0,98.3,High,Active
AST000412,Weld,Engineering,C00073,44.1,2010,15,4,2,2025-03-10,2025-12-11,3,95.7,Low,Active
AST000413,Weld,Engineering,C00075,58.2,2024,1,4,1,2024-02-13,2025-01-20,2,97.8,Low,Active
AST000414,Weld,Engineering,C00077,7.6,1995,30,4,3,2024-12-14,2025-11-04,3,93.9,Medium,Active
AST000415,Track,Engineering,C00100,4.9,1997,28,3,3,2024-06-29,2025-03-29,8,94.5,Medium,Active
AST000416,Sleeper,Engineering,C00021,64.1,2012,13,5,1,2024-10-15,2025-09-11,1,98.4,Low,Active
AST000417,Switch,Engineering,C00023,27.7,2023,2,4,4,2025-04-16,2026-02-03,1,97.5,High,Active
AST000418,Sleeper,Engineering,C00008,103.7,2016,9,4,1,2025-03-05,2026-01-11,2,96.7,Low,Active
AST000419,Ballast,Engineering,C00032,6.5,2015,10,3,5,2025-06-08,2025-11-26,2,94.9,High,Active
AST000420,Sleeper,Engineering,C00012,70.9,2013,12,5,3,2024-10-21,2025-08-20,1,97.2,Medium,Active
AST000421,Rail,Engineering,C00005,19.3,1979,46,2,4,2025-03-11,2025-10-01,9,90.0,High,Active
AST000422,Crossing,Engineering,C00078,57.4,2019,6,4,2,2025-05-22,2026-06-04,2,97.8,Low,Active
AST000423,Bridge,Engineering,C00085,108.6,2011,14,3,4,2025-04-12,2025-11-18,3,94.7,High,Active
AST000424,Track,Engineering,C00086,62.9,1991,34,4,3,2024-03-13,2024-11-12,4,93.4,Medium,Decommissioned
AST000425,Crossing,Engineering,C00095,51.7,1996,29,3,3,2024-07-15,2025-05-14,7,94.4,Medium,Decommissioned
AST000426,Rail,Engineering,C00070,19.2,2011,14,5,3,2025-02-27,2025-12-01,2,97.7,Medium,Active
AST000427,Track,Engineering,C00086,201.2,2004,21,3,3,2024-09-02,2025-04-22,4,94.8,Medium,Active
AST000428,Bridge,Engineering,C00049,106.0,2023,2,5,4,2024-12-08,2025-08-14,0,99.1,High,Active
AST000429,Rail,Engineering,C00074,2.8,2018,7,4,2,2025-06-16,2026-04-19,4,98.1,Low,Active
AST000430,Bridge,Engineering,C00020,66.4,2012,13,4,1,2025-01-10,2025-12-07,5,97.4,Low,Active
AST000431,Track,Engineering,C00012,96.2,2023,2,4,3,2025-06-08,2026-01-11,1,97.4,Medium,Active
AST000432,Bridge,Engineering,C00071,14.7,2009,16,4,4,2025-05-01,2026-01-19,3,96.9,High,Active
AST000433,Ballast,Engineering,C00087,109.6,2014,11,5,2,2024-06-20,2025-04-14,3,99.0,Low,Active
AST000434,Weld,Engineering,C00050,39.3,2015,10,5,4,2024-10-27,2025-08-26,1,97.4,High,Active
AST000435,Switch,Engineering,C00071,10.3,2017,8,4,4,2025-04-19,2025-12-22,5,97.5,High,Active
AST000436,Ballast,Engineering,C00038,100.3,2020,5,5,3,2025-05-17,2026-02-27,4,99.4,Medium,Active
AST000437,Turnout,Engineering,C00006,7.0,1987,38,2,3,2025-05-20,2026-03-11,12,91.3,Medium,Active
AST000438,Turnout,Engineering,C00095,50.7,1986,39,3,2,2024-03-02,2025-02-03,9,92.7,Low,Active
AST000439,Track,Engineering,C00013,70.4,2017,8,5,1,2024-08-15,2025-07-23,1,98.3,Low,Active
AST000440,Track,Engineering,C00007,38.6,2023,2,3,3,2025-04-22,2026-01-30,3,96.4,Medium,Active
AST000441,Crossing,Engineering,C00055,75.9,2021,4,5,2,2025-04-17,2026-04-07,1,98.1,Low,Active
AST000442,Weld,Engineering,C00004,65.9,1995,30,4,4,2025-03-18,2026-01-21,5,94.9,High,Active
AST000443,Rail,Engineering,C00064,54.9,2005,20,4,5,2025-03-25,2025-12-07,3,95.4,High,Active
AST000444,Rail,Engineering,C00078,136.9,1987,38,3,3,2025-01-27,2025-12-30,7,92.2,Medium,Active
AST000445,Track,Engineering,C00028,98.2,1993,32,2,1,2024-08-06,2025-09-05,6,91.1,Low,Active
AST000446,Weld,Engineering,C00061,68.3,1996,29,5,2,2025-01-12,2025-10-20,6,95.9,Low,Active
AST000447,Turnout,Engineering,C00057,103.0,2006,19,4,4,2025-03-26,2025-12-30,4,95.1,High,Active
AST000448,Crossing,Engineering,C00003,5.3,2024,1,5,4,2024-03-17,2024-12-26,0,99.2,High,Active
AST000449,Weld,Engineering,C00064,122.4,2017,8,4,2,2024-09-17,2025-06-17,1,97.6,Low,Active
AST000450,Track,Engineering,C00073,117.6,2023,2,5,3,2024-02-19,2024-11-30,1,98.8,Medium,Active
AST000451,Switch,Engineering,C00086,86.9,2011,14,3,5,2024-05-12,2024-12-21,3,95.2,High,Active
AST000452,Turnout,Engineering,C00013,68.8,2001,24,4,4,2024-04-15,2024-10-03,5,94.9,High,Active
AST000453,Ballast,Engineering,C00017,0.1,1998,27,3,2,2025-04-15,2026-02-13,9,94.6,Low,Active
AST000454,Sleeper,Engineering,C00088,79.0,2021,4,4,4,2024-12-07,2025-09-23,3,98.7,High,Active
AST000455,Weld,Engineering,C00047,4.8,2015,10,5,1,2025-04-16,2026-03-21,1,98.2,Low,Active
AST000456,Turnout,Engineering,C00005,73.9,2000,25,2,3,2024-09-12,2025-07-22,9,92.0,Medium,Active
AST000457,Crossing,Engineering,C00015,56.5,2014,11,4,3,2025-06-02,2026-03-30,4,97.6,Medium,Active
AST000458,Weld,Engineering,C00080,6.2,2023,2,5,2,2025-01-05,2025-11-25,3,99.1,Low,Active
AST000459,Weld,Engineering,C00041,3.1,2011,14,5,3,2025-05-07,2026-01-12,1,97.5,Medium,Active
AST000460,Bridge,Engineering,C00012,22.7,2013,12,3,3,2024-10-31,2025-06-10,4,94.8,Medium,Active
AST000461,Crossing,Engineering,C00085,154.4,2014,11,4,2,2024-11-29,2025-12-11,3,96.2,Low,Active
AST000462,Track,Engineering,C00059,141.1,1990,35,2,1,2024-09-14,2025-09-07,9,92.3,Low,Active
AST000463,Crossing,Engineering,C00040,16.7,2024,1,4,3,2024-04-16,2024-12-22,3,98.3,Medium,Active
AST000464,Switch,Engineering,C00050,14.6,1998,27,3,3,2024-12-20,2025-07-31,6,93.9,Medium,Active
AST000465,Crossing,Engineering,C00070,28.4,1981,44,3,2,2025-02-08,2026-01-18,7,91.3,Low,Active
AST000466,Bridge,Engineering,C00004,50.6,1991,34,3,4,2024-12-10,2025-08-16,8,93.1,High,Active
AST000467,Switch,Engineering,C00030,122.9,2016,9,4,3,2024-12-10,2025-08-06,3,97.8,Medium,Active
AST000468,Sleeper,Engineering,C00028,58.1,2016,9,4,3,2024-09-12,2025-06-27,1,96.5,Medium,Active
AST000469,Track,Engineering,C00015,143.6,1992,33,4,5,2024-10-07,2025-04-16,7,94.6,High,Active
AST000470,Bridge,Engineering,C00024,52.2,1999,26,3,2,2025-03-31,2026-03-09,5,93.4,Low,Active
AST000471,Sleeper,Engineering,C00033,103.2,2018,7,5,4,2024-09-27,2025-05-27,2,98.6,High,Active
AST000472,Track,Engineering,C00050,47.3,2000,25,4,2,2025-01-25,2025-10-17,3,94.9,Low,Active
AST000473,Bridge,Engineering,C00076,4.7,1998,27,4,2,2025-03-28,2026-03-13,6,94.3,Low,Active
AST000474,Weld,Engineering,C00063,145.0,2012,13,5,2,2025-05-20,2026-01-28,1,98.4,Low,Active
AST000475,Turnout,Engineering,C00030,26.6,2023,2,4,1,2025-02-02,2026-02-20,1,98.9,Low,Active
