task_id,asset_id,asset_type,corridor_id,location_km,defect_or_task,defect_category,severity,criticality_1_5,safety_risk_1_5,operational_impact_1_5,reported_date,due_date,overdue_days,estimated_duration_min,required_team_size,maintenance_type,weather_sensitive,possession_required,status
TMS000166,AST004730,Turnout,C00043,16.8,Gauge defect,Track Geometry,High,2,4,3,2025-05-09,2025-05-23,0,179,1,Corrective,No,Yes,Completed
TMS000167,AST004586,Sleeper,C00008,10.1,Scheduled inspection,Inspection,Medium,3,3,1,2025-05-06,2025-05-24,38,103,3,Inspection,No,Yes,Open
TMS000168,AST001665,Crossing,C00034,18.3,Rail wear,Rail Defect,Medium,1,3,2,2025-05-29,2025-06-16,15,190,3,Preventive,No,Yes,Open
TMS000169,AST003293,Ballast,C00033,63.8,Rail crack,Rail Defect,Low,1,1,2,2025-06-26,2025-08-08,0,215,5,Preventive,No,Yes,Scheduled
TMS000170,AST004309,Sleeper,C00010,38.7,Turnout wear,Turnout/Switch Defect,Critical,5,4,3,2025-05-18,2025-05-21,41,242,2,Corrective,No,Yes,Open
TMS000171,AST003865,Rail,C00063,55.2,Scheduled inspection,Inspection,Critical,3,4,3,2025-05-11,2025-05-15,47,41,3,Inspection,No,No,Open
TMS000172,AST002249,Ballast,C00053,75.7,Sleeper damage,Sleeper Defect,Low,2,3,2,2025-04-12,2025-05-26,36,72,2,Preventive,Yes,Yes,Open
TMS000173,AST003789,Turnout,C00067,73.2,Track geometry defect,Track Geometry,Medium,3,3,1,2025-05-23,2025-06-18,13,236,3,Preventive,No,Yes,Open
TMS000174,AST002847,Crossing,C00013,56.9,Ballast deficiency,Ballast Defect,Critical,4,4,3,2025-06-26,2025-07-02,0,157,4,Corrective,Yes,No,Deferred
TMS000175,AST004849,Rail,C00033,10.9,Drainage issue,Drainage,Low,2,1,1,2025-05-28,2025-07-03,0,126,3,Preventive,Yes,Yes,Scheduled
TMS000176,AST004710,Track,C00053,123.5,Weld defect,Rail Defect,High,3,3,2,2025-06-14,2025-06-24,7,174,3,Corrective,No,Yes,Open
TMS000177,AST004621,Weld,C00026,316.4,Sleeper damage,Sleeper Defect,High,4,3,3,2025-05-20,2025-06-02,29,112,3,Corrective,No,Yes,Open
TMS000178,AST002061,Switch,C00057,54.0,Rail crack,Rail Defect,Critical,4,4,5,2025-03-10,2025-03-14,109,215,5,Corrective,Yes,Yes,In Progress
TMS000179,AST001550,Turnout,C00071,5.1,Weld defect,Rail Defect,Critical,5,5,3,2025-06-10,2025-06-15,16,79,3,Corrective,No,Yes,Scheduled
TMS000180,AST003378,Switch,C00051,12.4,Alignment defect,Track Geometry,Low,3,1,2,2025-05-21,2025-07-05,0,142,4,Preventive,Yes,Yes,Scheduled
TMS000181,AST000772,Sleeper,C00011,110.4,Rail wear,Rail Defect,Medium,3,2,2,2025-05-27,2025-06-23,0,171,4,Preventive,Yes,Yes,Completed
TMS000182,AST000467,Switch,C00030,122.9,Preventive maintenance,Preventive,Medium,3,2,1,2025-06-30,2025-07-23,0,73,3,Preventive,No,Yes,In Progress
TMS000183,AST001398,Track,C00004,115.9,Track geometry defect,Track Geometry,Low,5,1,2,2025-06-20,2025-08-09,0,219,5,Preventive,Yes,Yes,Completed
TMS000184,AST005205,Crossing,C00039,21.0,Gauge defect,Track Geometry,Low,3,2,1,2025-06-30,2025-08-23,0,115,4,Preventive,No,Yes,Completed
TMS000185,AST002877,Weld,C00024,74.3,Rail crack,Rail Defect,Low,1,1,1,2025-06-19,2025-08-15,0,105,2,Preventive,Yes,Yes,Completed
TMS000186,AST001117,Switch,C00046,27.5,Alignment defect,Track Geometry,Medium,3,2,3,2025-05-21,2025-06-15,16,250,3,Preventive,Yes,Yes,Scheduled
TMS000187,AST000445,Track,C00028,98.2,Alignment defect,Track Geometry,Low,1,2,2,2025-05-12,2025-06-21,0,144,5,Preventive,Yes,Yes,Completed
TMS000188,AST002916,Track,C00092,47.3,Preventive maintenance,Preventive,Low,3,2,1,2025-06-28,2025-08-19,0,73,4,Preventive,No,Yes,Open
TMS000189,AST004726,Bridge,C00023,23.1,Sleeper damage,Sleeper Defect,Medium,3,3,1,2025-05-03,2025-05-26,36,73,2,Preventive,No,Yes,Open
TMS000190,AST004855,Turnout,C00084,63.0,Weld defect,Rail Defect,Medium,3,2,2,2025-06-12,2025-07-02,0,200,5,Preventive,No,Yes,Open
TMS000191,AST000624,Bridge,C00050,29.3,Scheduled inspection,Inspection,Low,2,3,1,2025-03-27,2025-05-10,52,79,2,Inspection,No,Yes,Scheduled
TMS000192,AST003593,Sleeper,C00015,66.7,Rail crack,Rail Defect,Low,2,1,1,2025-05-07,2025-06-20,11,132,2,Preventive,No,Yes,Open
TMS000193,AST000974,Rail,C00098,1.5,Track geometry defect,Track Geometry,Medium,3,3,2,2025-06-27,2025-07-20,0,222,3,Preventive,Yes,Yes,Open
TMS000194,AST003855,Weld,C00045,96.4,Scheduled inspection,Inspection,Critical,2,5,4,2025-02-22,2025-02-27,124,126,4,Inspection,Yes,Yes,Scheduled
TMS000195,AST001568,Rail,C00041,30.5,Rail crack,Rail Defect,Medium,4,2,2,2025-06-30,2025-07-27,0,208,5,Preventive,Yes,Yes,In Progress
TMS000196,AST003153,Turnout,C00063,34.7,Rail crack,Rail Defect,High,3,4,1,2025-06-28,2025-07-08,0,193,3,Corrective,Yes,Yes,Completed
TMS000197,AST000140,Switch,C00081,34.7,Alignment defect,Track Geometry,Medium,3,2,2,2025-05-18,2025-06-04,27,190,3,Preventive,Yes,Yes,In Progress
TMS000198,AST003020,Turnout,C00006,14.4,Turnout wear,Turnout/Switch Defect,Low,3,2,2,2025-05-10,2025-06-11,20,277,3,Preventive,No,Yes,Scheduled
TMS000199,AST002669,Rail,C00047,54.1,Ballast deficiency,Ballast Defect,Medium,2,2,3,2025-06-30,2025-07-25,0,181,4,Preventive,No,Yes,Open
TMS000200,AST004518,Switch,C00092,2.2,Weld defect,Rail Defect,High,3,4,2,2025-06-06,2025-06-16,15,101,1,Corrective,Yes,Yes,Open
TMS000201,AST002047,Rail,C00050,33.3,Weld defect,Rail Defect,Low,1,2,2,2025-06-06,2025-07-30,0,175,5,Preventive,No,Yes,Open
TMS000202,AST001766,Turnout,C00094,156.1,Turnout wear,Turnout/Switch Defect,Low,2,2,2,2025-05-14,2025-06-20,11,213,3,Preventive,No,Yes,Open
TMS000203,AST001551,Bridge,C00014,19.5,Gauge defect,Track Geometry,Low,3,3,1,2025-02-20,2025-04-09,83,132,4,Preventive,No,Yes,In Progress
TMS000204,AST000772,Sleeper,C00011,110.4,Alignment defect,Track Geometry,Low,4,1,2,2025-03-06,2025-04-17,75,153,2,Preventive,Yes,Yes,Open
TMS000205,AST001760,Weld,C00062,24.3,Rail crack,Rail Defect,Medium,2,2,4,2025-05-04,2025-05-27,35,227,4,Preventive,No,Yes,Open
TMS000206,AST003727,Rail,C00036,48.7,Rail wear,Rail Defect,Medium,3,2,3,2025-05-20,2025-06-13,18,137,6,Preventive,Yes,Yes,Open
TMS000207,AST004720,Ballast,C00022,11.3,Alignment defect,Track Geometry,Low,1,1,1,2025-06-24,2025-07-29,0,178,4,Preventive,No,Yes,Open
TMS000208,AST001300,Ballast,C00073,65.8,Scheduled inspection,Inspection,Low,3,1,1,2025-06-24,2025-07-31,0,56,1,Inspection,No,No,Completed
TMS000209,AST003874,Weld,C00095,58.4,Sleeper damage,Sleeper Defect,Low,2,1,3,2025-06-21,2025-08-06,0,178,4,Preventive,No,Yes,Open
TMS000210,AST000269,Weld,C00003,65.3,Rail wear,Rail Defect,Medium,2,2,2,2025-04-20,2025-05-09,53,135,1,Preventive,No,Yes,Open
TMS000211,AST001490,Turnout,C00029,5.1,Track geometry defect,Track Geometry,High,2,4,3,2025-05-23,2025-06-04,27,228,2,Corrective,No,Yes,Open
TMS000212,AST000446,Weld,C00061,68.3,Weld defect,Rail Defect,High,3,3,2,2025-03-25,2025-04-05,87,123,4,Corrective,Yes,Yes,In Progress
TMS000213,AST002530,Sleeper,C00049,79.7,Corrective maintenance,Corrective,Medium,3,1,1,2025-06-21,2025-07-16,0,275,3,Corrective,No,Yes,Completed
TMS000214,AST005119,Rail,C00014,90.0,Preventive maintenance,Preventive,Low,2,1,2,2025-05-03,2025-06-13,0,43,2,Preventive,Yes,Yes,Completed
TMS000215,AST002578,Ballast,C00061,20.9,Turnout wear,Turnout/Switch Defect,Medium,3,3,1,2025-06-27,2025-07-16,0,220,3,Preventive,No,Yes,Open
TMS000216,AST003125,Crossing,C00023,2.9,Drainage issue,Drainage,Low,4,3,2,2025-06-19,2025-08-01,0,128,3,Preventive,No,Yes,Open
TMS000217,AST004853,Rail,C00007,187.3,Track geometry defect,Track Geometry,Medium,2,2,2,2025-06-28,2025-07-18,0,239,4,Preventive,Yes,Yes,Open
TMS000218,AST001316,Track,C00056,15.6,Drainage issue,Drainage,High,2,4,4,2025-06-29,2025-07-12,0,84,3,Corrective,Yes,Yes,Completed
TMS000219,AST004615,Ballast,C00039,10.6,Scheduled inspection,Inspection,Low,1,2,1,2025-06-21,2025-08-05,0,48,3,Inspection,No,Yes,Scheduled
TMS000220,AST000155,Crossing,C00048,45.7,Sleeper damage,Sleeper Defect,Low,4,1,2,2025-05-28,2025-07-14,0,160,3,Preventive,No,Yes,Open
TMS000221,AST003054,Turnout,C00054,9.9,Drainage issue,Drainage,Critical,3,4,4,2025-05-14,2025-05-19,43,196,4,Corrective,No,Yes,Open
TMS000222,AST003911,Sleeper,C00040,40.6,Rail wear,Rail Defect,Medium,3,3,2,2025-05-14,2025-06-05,26,187,4,Preventive,No,Yes,Scheduled
TMS000223,AST005017,Track,C00022,146.3,Rail wear,Rail Defect,Medium,2,2,2,2025-04-06,2025-04-27,0,103,4,Preventive,No,Yes,Completed
TMS000224,AST001854,Bridge,C00016,26.6,Alignment defect,Track Geometry,Low,5,3,2,2025-06-02,2025-07-31,0,160,4,Preventive,Yes,No,Open
TMS000225,AST005244,Sleeper,C00059,239.6,Drainage issue,Drainage,Critical,3,4,4,2025-05-11,2025-05-15,47,40,4,Corrective,Yes,Yes,Scheduled
TMS000226,AST004947,Track,C00059,182.5,Rail crack,Rail Defect,Medium,2,2,2,2025-06-09,2025-07-01,0,149,2,Preventive,Yes,Yes,Completed
TMS000227,AST003864,Switch,C00039,18.1,Track geometry defect,Track Geometry,Medium,2,4,2,2025-05-14,2025-06-04,27,127,4,Preventive,Yes,Yes,Scheduled
TMS000228,AST004448,Track,C00095,38.5,Drainage issue,Drainage,High,3,4,2,2025-06-11,2025-06-22,0,132,3,Corrective,No,Yes,Completed
TMS000229,AST001445,Turnout,C00066,12.7,Rail crack,Rail Defect,Low,2,1,2,2025-03-30,2025-05-25,37,266,2,Preventive,Yes,Yes,Deferred
TMS000230,AST003964,Bridge,C00011,142.2,Sleeper damage,Sleeper Defect,Critical,4,4,3,2025-05-20,2025-05-26,36,113,4,Corrective,Yes,No,In Progress
TMS000231,AST005154,Bridge,C00079,45.1,Track geometry defect,Track Geometry,Medium,3,3,1,2025-02-16,2025-03-05,0,214,4,Preventive,Yes,Yes,Completed
TMS000232,AST004621,Weld,C00026,316.4,Weld defect,Rail Defect,Medium,3,2,1,2025-05-09,2025-06-02,0,181,2,Preventive,No,Yes,Completed
TMS000233,AST002053,Ballast,C00024,4.2,Rail wear,Rail Defect,Medium,3,3,1,2025-04-25,2025-05-19,43,213,2,Preventive,No,Yes,Scheduled
TMS000234,AST000536,Sleeper,C00055,100.2,Gauge defect,Track Geometry,Low,4,2,1,2025-06-29,2025-08-12,0,136,1,Preventive,No,Yes,Open
TMS000235,AST003191,Turnout,C00016,23.7,Preventive maintenance,Preventive,Low,2,1,1,2025-04-15,2025-05-29,33,52,3,Preventive,No,Yes,Open
TMS000236,AST001675,Turnout,C00019,131.8,Alignment defect,Track Geometry,High,4,3,3,2025-05-22,2025-05-31,31,201,3,Corrective,Yes,Yes,In Progress
TMS000237,AST004898,Sleeper,C00019,44.8,Drainage issue,Drainage,High,4,3,3,2025-06-10,2025-06-18,0,69,3,Corrective,Yes,No,Completed
TMS000238,AST002140,Crossing,C00068,120.5,Sleeper damage,Sleeper Defect,Low,2,1,2,2025-06-24,2025-08-07,0,76,2,Preventive,No,Yes,Scheduled
TMS000239,AST001886,Track,C00017,2.1,Rail crack,Rail Defect,Medium,2,3,2,2025-06-09,2025-06-29,2,233,4,Preventive,No,Yes,Open
TMS000240,AST003020,Turnout,C00006,14.4,Ballast deficiency,Ballast Defect,Critical,4,5,3,2025-05-15,2025-05-20,42,169,6,Corrective,No,Yes,Open
TMS000241,AST003104,Bridge,C00086,190.0,Gauge defect,Track Geometry,Medium,3,3,2,2025-02-26,2025-03-17,0,167,3,Preventive,No,Yes,Completed
TMS000242,AST001537,Bridge,C00040,13.0,Ballast deficiency,Ballast Defect,Low,2,2,2,2025-03-21,2025-05-06,56,104,3,Preventive,Yes,Yes,Open
TMS000243,AST002380,Switch,C00004,134.0,Corrective maintenance,Corrective,Low,3,2,2,2025-05-07,2025-06-26,5,196,4,Corrective,No,Yes,Open
TMS000244,AST001947,Switch,C00034,18.9,Corrective maintenance,Corrective,Low,2,1,2,2025-05-16,2025-07-02,0,241,3,Corrective,Yes,Yes,Open
TMS000245,AST000951,Turnout,C00003,27.3,Drainage issue,Drainage,Low,3,3,2,2025-05-08,2025-06-17,14,73,3,Preventive,Yes,Yes,Deferred
TMS000246,AST002261,Sleeper,C00022,96.3,Sleeper damage,Sleeper Defect,Low,2,1,1,2025-06-03,2025-07-16,0,120,4,Preventive,Yes,No,Open
TMS000247,AST003796,Crossing,C00013,47.5,Gauge defect,Track Geometry,Low,2,2,2,2025-06-19,2025-07-23,0,100,3,Preventive,No,No,Open
TMS000248,AST003084,Weld,C00012,30.5,Track geometry defect,Track Geometry,Medium,2,3,2,2025-06-17,2025-07-07,0,259,4,Preventive,Yes,Yes,Open
TMS000249,AST002461,Bridge,C00009,90.0,Gauge defect,Track Geometry,High,2,3,1,2025-04-05,2025-04-16,0,197,6,Corrective,No,Yes,Completed
TMS000250,AST000688,Switch,C00049,9.3,Ballast deficiency,Ballast Defect,High,4,3,2,2025-05-15,2025-05-22,40,95,3,Corrective,Yes,Yes,Scheduled
TMS000251,AST004267,Rail,C00043,3.2,Preventive maintenance,Preventive,Medium,4,3,2,2025-05-01,2025-05-24,0,51,4,Preventive,No,Yes,Completed
TMS000252,AST003575,Track,C00074,8.1,Preventive maintenance,Preventive,Low,1,2,1,2025-05-19,2025-07-02,0,49,2,Preventive,No,Yes,Scheduled
TMS000253,AST000655,Switch,C00095,62.8,Corrective maintenance,Corrective,Medium,5,3,3,2025-03-12,2025-04-04,88,265,6,Corrective,No,Yes,Scheduled
TMS000254,AST002118,Sleeper,C00032,0.6,Rail crack,Rail Defect,Medium,3,2,2,2025-03-22,2025-04-11,81,180,3,Preventive,Yes,Yes,Open
TMS000255,AST003583,Switch,C00030,14.4,Gauge defect,Track Geometry,High,5,4,3,2025-06-30,2025-07-12,0,95,4,Corrective,No,Yes,Open
TMS000256,AST004932,Ballast,C00073,11.7,Corrective maintenance,Corrective,Medium,3,3,2,2025-03-01,2025-03-19,104,257,4,Corrective,No,Yes,In Progress
TMS000257,AST005137,Turnout,C00007,55.5,Preventive maintenance,Preventive,Medium,3,3,2,2025-06-26,2025-07-16,0,83,3,Preventive,No,Yes,Open
TMS000258,AST004386,Switch,C00077,66.7,Sleeper damage,Sleeper Defect,Low,2,2,3,2025-04-20,2025-06-06,25,121,2,Preventive,No,No,Scheduled
TMS000259,AST002306,Turnout,C00078,137.3,Corrective maintenance,Corrective,Low,3,2,2,2025-03-22,2025-05-11,51,291,4,Corrective,Yes,Yes,In Progress
TMS000260,AST001189,Switch,C00046,6.6,Ballast deficiency,Ballast Defect,Low,4,1,1,2025-06-26,2025-08-10,0,136,3,Preventive,No,Yes,Scheduled
TMS000261,AST001020,Turnout,C00051,28.9,Drainage issue,Drainage,Critical,4,3,3,2025-04-15,2025-04-21,0,77,4,Corrective,No,Yes,Completed
TMS000262,AST003585,Bridge,C00089,19.6,Corrective maintenance,Corrective,Medium,3,1,1,2025-05-05,2025-05-21,41,216,3,Corrective,No,Yes,Open
TMS000263,AST002819,Sleeper,C00068,149.1,Turnout wear,Turnout/Switch Defect,High,3,3,4,2025-04-30,2025-05-11,51,282,4,Corrective,No,Yes,Scheduled
TMS000264,AST001520,Ballast,C00023,26.1,Track geometry defect,Track Geometry,Low,2,2,2,2025-03-09,2025-05-01,61,184,3,Preventive,Yes,Yes,Open
TMS000265,AST000014,Track,C00094,40.1,Ballast deficiency,Ballast Defect,High,4,4,3,2025-03-28,2025-04-10,82,213,6,Corrective,No,Yes,Deferred
TMS000266,AST003236,Turnout,C00004,127.0,Alignment defect,Track Geometry,High,3,3,1,2025-06-12,2025-06-25,0,134,3,Corrective,Yes,Yes,Completed
TMS000267,AST004127,Weld,C00068,140.7,Weld defect,Rail Defect,Low,2,2,1,2025-04-19,2025-05-30,32,113,3,Preventive,No,No,Deferred
TMS000268,AST002904,Sleeper,C00063,38.0,Scheduled inspection,Inspection,Low,2,1,1,2025-06-26,2025-08-20,0,72,3,Inspection,No,Yes,Open
TMS000269,AST004729,Bridge,C00086,169.0,Ballast deficiency,Ballast Defect,Medium,2,2,2,2025-06-16,2025-07-10,0,167,2,Preventive,Yes,Yes,Open
TMS000270,AST002796,Weld,C00031,27.6,Rail wear,Rail Defect,Low,2,1,1,2025-05-05,2025-06-09,22,125,2,Preventive,No,Yes,Open
TMS000271,AST000944,Rail,C00063,70.7,Weld defect,Rail Defect,Medium,3,3,2,2025-05-09,2025-05-28,34,139,2,Preventive,No,Yes,Open
TMS000272,AST004763,Crossing,C00007,45.8,Ballast deficiency,Ballast Defect,Low,2,2,1,2025-05-26,2025-07-10,0,151,3,Preventive,No,Yes,Open
TMS000273,AST004477,Crossing,C00052,127.2,Drainage issue,Drainage,High,3,3,2,2025-02-19,2025-03-01,122,69,2,Corrective,Yes,Yes,Open
TMS000274,AST002443,Track,C00037,47.5,Sleeper damage,Sleeper Defect,High,2,4,4,2025-05-19,2025-05-29,33,183,4,Corrective,No,Yes,Scheduled
TMS000275,AST001732,Weld,C00049,8.3,Preventive maintenance,Preventive,Medium,3,2,1,2025-06-27,2025-07-25,0,34,2,Preventive,No,Yes,Deferred
TMS000276,AST000115,Sleeper,C00075,4.3,Ballast deficiency,Ballast Defect,High,2,3,2,2025-06-02,2025-06-15,16,132,2,Corrective,Yes,Yes,Scheduled
TMS000277,AST003848,Ballast,C00081,13.6,Sleeper damage,Sleeper Defect,Low,2,1,1,2025-06-13,2025-08-08,0,83,2,Preventive,No,Yes,Open
TMS000278,AST003051,Sleeper,C00033,52.0,Alignment defect,Track Geometry,Critical,4,5,4,2025-06-17,2025-06-23,8,154,3,Corrective,No,Yes,Scheduled
TMS000279,AST002253,Weld,C00034,33.4,Scheduled inspection,Inspection,Low,3,2,2,2025-06-14,2025-07-17,0,47,3,Inspection,No,Yes,Scheduled
TMS000280,AST000646,Sleeper,C00051,43.4,Preventive maintenance,Preventive,Medium,3,3,2,2025-03-04,2025-03-29,94,91,2,Preventive,Yes,Yes,Deferred
TMS000281,AST002473,Bridge,C00038,149.2,Weld defect,Rail Defect,Low,2,2,2,2025-06-21,2025-08-06,0,83,3,Preventive,No,Yes,Scheduled
TMS000282,AST001723,Crossing,C00020,88.0,Scheduled inspection,Inspection,Medium,2,3,3,2025-06-21,2025-07-12,0,71,2,Inspection,No,No,In Progress
TMS000283,AST001147,Switch,C00010,57.3,Rail crack,Rail Defect,Low,2,1,2,2025-03-23,2025-05-03,59,175,3,Preventive,No,Yes,Open
TMS000284,AST000580,Ballast,C00093,32.5,Track geometry defect,Track Geometry,Medium,3,3,2,2025-06-05,2025-06-29,2,218,5,Preventive,Yes,Yes,Open
TMS000285,AST004503,Track,C00095,5.8,Rail crack,Rail Defect,High,4,3,3,2025-06-18,2025-06-30,0,206,4,Corrective,Yes,Yes,Completed
TMS000286,AST003575,Track,C00074,8.1,Weld defect,Rail Defect,High,2,4,2,2025-06-18,2025-06-27,4,149,2,Corrective,No,Yes,Scheduled
TMS000287,AST001197,Turnout,C00098,2.7,Alignment defect,Track Geometry,Medium,3,2,2,2025-06-26,2025-07-15,0,211,3,Preventive,Yes,No,Deferred
TMS000288,AST001823,Turnout,C00052,107.3,Turnout wear,Turnout/Switch Defect,Medium,2,3,1,2025-02-03,2025-03-04,119,266,5,Preventive,No,Yes,Scheduled
TMS000289,AST002309,Rail,C00003,15.1,Corrective maintenance,Corrective,Medium,2,2,1,2025-06-12,2025-06-27,4,216,4,Corrective,No,Yes,Scheduled
TMS000290,AST000227,Bridge,C00067,45.0,Rail wear,Rail Defect,Low,2,2,2,2025-06-20,2025-08-06,0,173,4,Preventive,No,Yes,Scheduled
TMS000291,AST002194,Ballast,C00077,35.8,Weld defect,Rail Defect,Medium,5,3,2,2025-05-21,2025-06-12,0,98,4,Preventive,Yes,Yes,Completed
TMS000292,AST002224,Crossing,C00027,119.1,Alignment defect,Track Geometry,Low,2,2,1,2025-03-21,2025-04-27,65,175,3,Preventive,Yes,No,Open
TMS000293,AST001653,Ballast,C00039,21.5,Gauge defect,Track Geometry,Medium,2,3,2,2025-02-02,2025-02-28,123,153,3,Preventive,No,Yes,Scheduled
TMS000294,AST003547,Sleeper,C00052,190.8,Turnout wear,Turnout/Switch Defect,Medium,2,2,2,2025-06-23,2025-07-17,0,243,5,Preventive,No,No,Open
TMS000295,AST005025,Ballast,C00015,166.7,Turnout wear,Turnout/Switch Defect,Medium,4,2,3,2025-06-12,2025-07-02,0,295,5,Preventive,No,Yes,Open
TMS000296,AST003906,Turnout,C00053,40.5,Sleeper damage,Sleeper Defect,High,4,5,3,2025-03-26,2025-04-05,87,126,4,Corrective,No,Yes,Open
TMS000297,AST002170,Rail,C00028,43.1,Rail wear,Rail Defect,Low,2,2,2,2025-06-13,2025-07-16,0,163,4,Preventive,No,No,Open
TMS000298,AST001347,Bridge,C00066,3.8,Track geometry defect,Track Geometry,Low,1,2,1,2025-06-15,2025-07-20,0,176,2,Preventive,Yes,Yes,Completed
TMS000299,AST001208,Weld,C00054,34.5,Rail crack,Rail Defect,Medium,2,1,3,2025-06-15,2025-07-02,0,219,3,Preventive,No,Yes,Open
TMS000300,AST002680,Bridge,C00059,35.4,Corrective maintenance,Corrective,Medium,3,2,2,2025-06-21,2025-07-08,0,243,4,Corrective,Yes,No,In Progress
TMS000301,AST003282,Track,C00037,56.9,Corrective maintenance,Corrective,Medium,4,3,2,2025-05-03,2025-05-20,42,312,4,Corrective,No,Yes,Open
TMS000302,AST001105,Ballast,C00037,68.7,Gauge defect,Track Geometry,Low,3,1,1,2025-05-23,2025-06-27,0,241,5,Preventive,No,No,Completed
TMS000303,AST000106,Switch,C00010,58.1,Weld defect,Rail Defect,High,4,4,3,2025-02-09,2025-02-18,133,137,4,Corrective,No,Yes,Open
TMS000304,AST003340,Weld,C00037,49.3,Alignment defect,Track Geometry,High,3,3,4,2025-06-13,2025-06-25,0,152,3,Corrective,Yes,Yes,Completed
TMS000305,AST003359,Rail,C00094,166.3,Rail crack,Rail Defect,Low,2,4,1,2025-06-08,2025-07-18,0,191,3,Preventive,Yes,Yes,Scheduled
TMS000306,AST001532,Turnout,C00002,87.1,Sleeper damage,Sleeper Defect,Medium,4,2,2,2025-04-09,2025-05-01,61,48,3,Preventive,No,Yes,Scheduled
TMS000307,AST004144,Track,C00026,218.8,Ballast deficiency,Ballast Defect,Critical,3,4,3,2025-06-30,2025-07-03,0,55,1,Corrective,Yes,No,Open
TMS000308,AST002807,Turnout,C00059,24.9,Gauge defect,Track Geometry,Low,2,2,1,2025-06-07,2025-07-21,0,148,2,Preventive,Yes,Yes,Scheduled
TMS000309,AST000397,Switch,C00069,183.4,Turnout wear,Turnout/Switch Defect,High,4,5,3,2025-06-23,2025-07-03,0,251,3,Corrective,No,Yes,Scheduled
TMS000310,AST001765,Crossing,C00063,91.1,Turnout wear,Turnout/Switch Defect,Low,2,2,3,2025-02-01,2025-03-08,115,298,5,Preventive,No,Yes,Open
TMS000311,AST000479,Track,C00027,20.8,Rail crack,Rail Defect,Critical,2,4,4,2025-06-24,2025-06-30,1,131,1,Corrective,Yes,No,Open
TMS000312,AST004945,Switch,C00066,41.7,Scheduled inspection,Inspection,Critical,4,5,4,2025-05-19,2025-05-25,0,62,2,Inspection,No,Yes,Completed
TMS000313,AST004260,Ballast,C00033,12.9,Preventive maintenance,Preventive,High,3,4,3,2025-03-11,2025-03-21,102,84,1,Preventive,No,Yes,Open
TMS000314,AST002525,Track,C00058,37.9,Sleeper damage,Sleeper Defect,High,5,4,2,2025-06-12,2025-06-25,6,84,2,Corrective,No,Yes,Scheduled
TMS000315,AST004261,Bridge,C00078,50.1,Rail wear,Rail Defect,Low,3,1,2,2025-05-13,2025-06-18,0,143,3,Preventive,No,Yes,Completed
TMS000316,AST004577,Weld,C00027,90.5,Turnout wear,Turnout/Switch Defect,Low,2,1,2,2025-06-14,2025-08-05,0,216,3,Preventive,No,Yes,Completed
TMS000317,AST000158,Track,C00051,7.3,Scheduled inspection,Inspection,Low,2,2,1,2025-03-19,2025-04-21,71,79,3,Inspection,No,Yes,Open
TMS000318,AST000265,Sleeper,C00052,106.3,Alignment defect,Track Geometry,High,4,4,2,2025-03-03,2025-03-09,114,166,4,Corrective,Yes,Yes,Open
TMS000319,AST004348,Bridge,C00039,0.2,Weld defect,Rail Defect,Medium,3,2,2,2025-06-02,2025-06-27,4,104,5,Preventive,Yes,Yes,Open
TMS000320,AST003575,Track,C00074,8.1,Turnout wear,Turnout/Switch Defect,Medium,2,4,2,2025-06-13,2025-07-09,0,176,4,Preventive,No,Yes,Open
TMS000321,AST000351,Rail,C00088,31.9,Gauge defect,Track Geometry,Critical,3,5,4,2025-06-18,2025-06-23,8,254,6,Corrective,No,Yes,Scheduled
TMS000322,AST004967,Weld,C00044,39.7,Sleeper damage,Sleeper Defect,High,4,4,2,2025-02-28,2025-03-13,110,141,2,Corrective,No,No,In Progress
TMS000323,AST001334,Track,C00076,68.6,Track geometry defect,Track Geometry,Low,2,2,2,2025-06-11,2025-07-31,0,231,5,Preventive,Yes,Yes,Open
TMS000324,AST003695,Ballast,C00025,305.3,Turnout wear,Turnout/Switch Defect,Medium,4,1,2,2025-02-08,2025-03-02,0,189,4,Preventive,No,Yes,Completed
TMS000325,AST002478,Rail,C00032,10.6,Scheduled inspection,Inspection,Medium,4,3,1,2025-02-28,2025-03-20,103,65,2,Inspection,No,Yes,Scheduled
TMS000326,AST002562,Crossing,C00029,35.4,Rail wear,Rail Defect,Critical,4,5,2,2025-05-05,2025-05-10,52,178,4,Corrective,No,Yes,Deferred
TMS000327,AST001771,Switch,C00020,61.9,Drainage issue,Drainage,Medium,4,3,2,2025-02-12,2025-03-07,116,68,3,Preventive,Yes,Yes,Open
